cites_first_order_id,id,doi,title,publication_date,type,cited_by_api_url,primary_topic.display_name,primary_topic.subfield.display_name,primary_topic.domain.display_name,topics.display_name,topics.field.display_name,topics.domain.display_name,keywords.display_name,concepts.display_name,mesh.descriptor_name,mesh.qualifier_name
https://openalex.org/W2989502228,https://openalex.org/W4401931711,https://doi.org/10.1080/14760584.2024.2397006,Vaccines against Mpox: MVA-BN and LC16m8,2024-08-27,review,https://api.openalex.org/works?filter=cites:W4401931711,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Rabies epidemiology and control,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",Life Sciences; Life Sciences; Life Sciences,,Virology; Vaccination; Biology; Medicine; Immunology,"Animals; Disease Outbreaks; Humans; Mpox (monkeypox); Vaccination; Vaccine Efficacy; Vaccines, DNA; Viral Vaccines",None; prevention & control; None; prevention & control; methods; None; immunology; immunology
https://openalex.org/W2989502228,https://openalex.org/W4396767422,https://doi.org/10.1016/j.bj.2024.100746,"""Mpox in MSM: Tackling Stigma, Minimizing Risk Factors, Exploring Pathogenesis, and Treatment Approaches""",2024-05-01,review,https://api.openalex.org/works?filter=cites:W4396767422,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Prodrome; Malaise; Sexual transmission,Transmission (telecommunications); Medicine; Outbreak; Disease; Prodrome; Malaise; Incidence (geometry); Sexual transmission; Pediatrics; Immunology; Pathology; Human immunodeficiency virus (HIV); Psychiatry; Physics; Microbicide; Optics; Psychosis; Electrical engineering; Engineering,,
https://openalex.org/W2989502228,https://openalex.org/W3110458764,https://doi.org/10.1016/j.smim.2020.101430,New viral vectors for infectious diseases and cancer,2020-08-01,review,https://api.openalex.org/works?filter=cites:W3110458764,Virus-based gene therapy research,Genetics,Life Sciences,Virus-based gene therapy research; Viral Infections and Outbreaks Research; Viral gastroenteritis research and epidemiology,"Biochemistry, Genetics and Molecular Biology; Medicine; Medicine",Life Sciences; Health Sciences; Health Sciences,Modified vaccinia Ankara; Arenavirus,Virology; Vaccinia; Virus; Vesicular stomatitis virus; Biology; Modified vaccinia Ankara; Arenavirus; Viral vector; Lymphocytic choriomeningitis; Immune system; Immunology; Gene; Biochemistry; CD8; Recombinant DNA,Cancer Vaccines; Genetic Vectors; Neoplasms; Viral Vaccines; Virus Diseases; Viruses; Animals; Cancer Vaccines; Humans; Immunity; Neoplasms; Vaccination; Viral Vaccines; Virus Diseases; Viruses,immunology; None; immunology; immunology; immunology; genetics; None; None; None; None; None; None; None; None; None
https://openalex.org/W2989502228,https://openalex.org/W3120929353,https://doi.org/10.1128/jvi.02260-20,COVID-19 Vaccine Candidates Based on Modified Vaccinia Virus Ankara Expressing the SARS-CoV-2 Spike Protein Induce Robust T- and B-Cell Immune Responses and Full Efficacy in Mice,2021-01-07,article,https://api.openalex.org/works?filter=cites:W3120929353,SARS-CoV-2 and COVID-19 Research,Infectious Diseases,Health Sciences,SARS-CoV-2 and COVID-19 Research; Viral Infections and Outbreaks Research; Animal Virus Infections Studies,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,spike protein; 2019-20 coronavirus outbreak; Vaccine efficacy; Modified vaccinia Ankara; Poxviridae,Virology; Vaccinia; Biology; Immune system; Coronavirus disease 2019 (COVID-19); Spike Protein; Virus; 2019-20 coronavirus outbreak; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Vaccine efficacy; Modified vaccinia Ankara; Poxviridae; Vaccination; Immunology; Recombinant DNA; Medicine; Infectious disease (medical specialty); Outbreak; Gene; Biochemistry; Disease; Pathology,,
https://openalex.org/W2989502228,https://openalex.org/W4295094885,https://doi.org/10.3390/v14091960,Vaccinia-Virus-Based Vaccines Are Expected to Elicit Highly Cross-Reactive Immunity to the 2022 Monkeypox Virus,2022-09-03,article,https://api.openalex.org/works?filter=cites:W4295094885,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; vaccines and immunoinformatics approaches; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox; Poxviridae; Orthopoxvirus; Modified vaccinia Ankara; Smallpox vaccine,Monkeypox; Vaccinia; Virology; Virus; Biology; Poxviridae; Immunity; Orthopoxvirus; Outbreak; Vaccination; Immune system; Modified vaccinia Ankara; Smallpox vaccine; Immunology; Genetics; Gene; Recombinant DNA,Monkeypox virus; Vaccinia; Cross Reactions; Humans; Monkeypox virus; Vaccinia; Vaccinia virus; Vaccinia virus,None; None; None; None; genetics; prevention & control; None; genetics
https://openalex.org/W2989502228,https://openalex.org/W4293727942,https://doi.org/10.3390/vaccines10091419,"Preventing the Next Pandemic: Is Live Vaccine Efficacious against Monkeypox, or Is There a Need for Killed Virus and mRNA Vaccines?",2022-08-29,review,https://api.openalex.org/works?filter=cites:W4293727942,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; SARS-CoV-2 and COVID-19 Research,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox; Pandemic,Virology; Monkeypox; Pandemic; Virus; Biology; Medicine; Coronavirus disease 2019 (COVID-19); Vaccinia; Infectious disease (medical specialty); Gene; Disease; Genetics; Pathology; Recombinant DNA,,
https://openalex.org/W2989502228,https://openalex.org/W4307623921,https://doi.org/10.3390/vaccines10111816,Current Advances in Zika Vaccine Development,2022-10-28,review,https://api.openalex.org/works?filter=cites:W4307623921,Mosquito-borne diseases and control,"Public Health, Environmental and Occupational Health",Health Sciences,Mosquito-borne diseases and control; Viral Infections and Vectors; Malaria Research and Control,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Zika Virus; Flavivirus; Viremia,Zika virus; Virology; Flavivirus; Viremia; Virus; Immunology; Immune system; Biology; Dengue virus; Medicine,,
https://openalex.org/W2989502228,https://openalex.org/W3120990821,https://doi.org/10.1038/s41541-020-00265-5,Epicutaneous immunization with modified vaccinia Ankara viral vectors generates superior T cell immunity against a respiratory viral challenge,2021-01-04,article,https://api.openalex.org/works?filter=cites:W3120990821,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Immunotherapy and Immune Responses; Herpesvirus Infections and Treatments,Immunology and Microbiology; Immunology and Microbiology; Medicine,Life Sciences; Life Sciences; Health Sciences,Modified vaccinia Ankara; Smallpox vaccine; Orthopoxvirus; Heterologous,Vaccinia; Immunization; Virology; Modified vaccinia Ankara; Smallpox vaccine; Vaccination; Immunology; Viral vector; Immunity; Orthopoxvirus; Heterologous; Biology; Medicine; Immune system; Recombinant DNA; Gene; Biochemistry,,
https://openalex.org/W2989502228,https://openalex.org/W3152567964,https://doi.org/10.3389/fimmu.2021.645210,Vaccine Inoculation Route Modulates Early Immunity and Consequently Antigen-Specific Immune Response,2021-04-20,article,https://api.openalex.org/works?filter=cites:W3152567964,Immunotherapy and Immune Responses,Immunology,Life Sciences,Immunotherapy and Immune Responses; T-cell and B-cell Immunology; Immune Response and Inflammation,Immunology and Microbiology; Immunology and Microbiology; Immunology and Microbiology,Life Sciences; Life Sciences; Life Sciences,,Vaccination; Immune system; Immunology; Immunization; Medicine; Acquired immune system; Antigen; Immunity; Dendritic cell; Virology,"Antibodies, Neutralizing; Antibodies, Viral; CD8-Positive T-Lymphocytes; Myeloid-Derived Suppressor Cells; Vaccinia; Vaccinia virus; Viral Vaccines; Animals; Injections, Intradermal; Injections, Intramuscular; Macaca fascicularis; Male; Vaccination; Vaccines, Attenuated",immunology; immunology; immunology; immunology; immunology; immunology; pharmacology; None; None; None; None; None; None; pharmacology
https://openalex.org/W2989502228,https://openalex.org/W4293660175,https://doi.org/10.1016/j.ijsu.2022.106869,Monkeypox vaccines and vaccination strategies: Current knowledge and advances. An update – Correspondence,2022-08-30,letter,https://api.openalex.org/works?filter=cites:W4293660175,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox,Medicine; Monkeypox; Vaccination; Virology; Current (fluid); Vaccinia; Gene; Recombinant DNA; Biochemistry; Chemistry; Engineering; Electrical engineering,Mpox (monkeypox); Vaccines; Humans; Mpox (monkeypox); Vaccination,None; None; None; prevention & control; None
https://openalex.org/W2989502228,https://openalex.org/W4226060119,https://doi.org/10.1038/s41541-022-00436-6,Synthetic multiantigen MVA vaccine COH04S1 protects against SARS-CoV-2 in Syrian hamsters and non-human primates,2022-01-21,article,https://api.openalex.org/works?filter=cites:W4226060119,SARS-CoV-2 and COVID-19 Research,Infectious Diseases,Health Sciences,SARS-CoV-2 and COVID-19 Research; COVID-19 Clinical Research Studies; SARS-CoV-2 detection and testing,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Vaccine efficacy; Respiratory tract,Vaccination; Nasal administration; Virology; Immune system; Immunity; Immunology; Antigen; Medicine; Vaccine efficacy; Antibody; Respiratory tract; Vaccinia; Biology; Respiratory system; Recombinant DNA; Biochemistry; Gene; Internal medicine,,
https://openalex.org/W2989502228,https://openalex.org/W4298088759,https://doi.org/10.1001/jama.2022.18320,Human Monkeypox Virus Infection in the Immediate Period After Receiving Modified Vaccinia Ankara Vaccine,2022-09-30,article,https://api.openalex.org/works?filter=cites:W4298088759,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox; Smallpox vaccine; Modified vaccinia Ankara; Orthopoxvirus; Poxviridae; Cowpox,Monkeypox; Vaccinia; Medicine; Smallpox vaccine; Virology; Smallpox; Modified vaccinia Ankara; Orthopoxvirus; Poxviridae; Vaccination; Virus; Cowpox; Biology; Biochemistry; Gene; Recombinant DNA,Mpox (monkeypox); Smallpox Vaccine; Viral Vaccines; Humans; Monkeypox virus; Mpox (monkeypox); Mpox (monkeypox); Vaccinia; Vaccinia virus; Viral Vaccines; Viral Vaccines,None; None; None; None; None; epidemiology; prevention & control; None; None; therapeutic use; administration & dosage
https://openalex.org/W2989502228,https://openalex.org/W4308957611,https://doi.org/10.1002/jmv.28306,Monkeypox outbreak 2022: What we know so far and its potential drug targets and management strategies,2022-11-14,review,https://api.openalex.org/works?filter=cites:W4308957611,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox; Orthopoxvirus; Poxviridae,Monkeypox; Virology; Outbreak; Rash; Smallpox; Medicine; Virus; Disease; Orthopoxvirus; Vaccinia; Poxviridae; Biology; Vaccination; Dermatology; Biochemistry; Gene; Recombinant DNA; Pathology,Mpox (monkeypox); Antiviral Agents; Antiviral Agents; Antiviral Agents; Cidofovir; Cidofovir; Disease Outbreaks; Humans; Monkeypox virus; Monkeypox virus; Mpox (monkeypox); Mpox (monkeypox),None; pharmacology; therapeutic use; None; therapeutic use; None; None; None; genetics; None; epidemiology; drug therapy
https://openalex.org/W2989502228,https://openalex.org/W4308174392,https://doi.org/10.1016/j.vaccine.2022.10.078,Serological responses to the MVA-based JYNNEOS monkeypox vaccine in a cohort of participants from the Democratic Republic of Congo,2022-11-01,article,https://api.openalex.org/works?filter=cites:W4308174392,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Monkeypox; Orthopoxvirus; Smallpox vaccine,Monkeypox; Vaccination; Orthopoxvirus; Medicine; Virology; Vaccinia; Neutralizing antibody; Serology; Immunogenicity; Smallpox vaccine; Outbreak; Cohort; Immunology; Antibody; Virus; Biology; Internal medicine; Biochemistry; Gene; Recombinant DNA,"Mpox (monkeypox); Orthopoxvirus; Smallpox Vaccine; Vaccinia; Adult; Antibodies, Neutralizing; Democratic Republic of the Congo; Democratic Republic of the Congo; Humans; Immunoglobulin G; Monkeypox virus; Mpox (monkeypox); Mpox (monkeypox); Vaccinia virus",None; None; None; None; None; None; None; epidemiology; None; None; None; epidemiology; prevention & control; None
https://openalex.org/W2989502228,https://openalex.org/W4366463430,https://doi.org/10.1371/journal.pntd.0010384,Clinical characterization and placental pathology of mpox infection in hospitalized patients in the Democratic Republic of the Congo,2023-04-20,article,https://api.openalex.org/works?filter=cites:W4366463430,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Sore throat; Malaise; Monkeypox,Sore throat; Rash; Malaise; Medicine; Smallpox; Monkeypox; Internal medicine; Virology; Surgery; Vaccination; Biology; Vaccinia; Biochemistry; Gene; Recombinant DNA,"Exanthema; Mpox (monkeypox); Child, Preschool; Democratic Republic of the Congo; Democratic Republic of the Congo; Female; Humans; Immunoglobulin G; Immunoglobulin M; Monkeypox virus; Monkeypox virus; Mpox (monkeypox); Placenta; Pregnancy",None; None; None; None; epidemiology; None; None; None; None; None; genetics; epidemiology; None; None
https://openalex.org/W2989502228,https://openalex.org/W4307023602,https://doi.org/10.52225/narra.v2i3.90,"Monkeypox: Immune response, vaccination and preventive efforts",2022-10-21,article,https://api.openalex.org/works?filter=cites:W4307023602,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Monkeypox; Variola virus; Smallpox vaccine,Monkeypox; Smallpox; Virology; Variola virus; Vaccinia; Smallpox vaccine; Vaccination; Virus; Outbreak; Immune system; Medicine; Immunology; Biology; Biochemistry; Gene; Recombinant DNA,,
https://openalex.org/W2989502228,https://openalex.org/W4360599511,https://doi.org/10.2807/1560-7917.es.2023.28.12.2200772,"Mpox outbreak in the Netherlands, 2022: public health response, characteristics of the first 1,000 cases and protection of the first-generation smallpox vaccine",2023-03-23,article,https://api.openalex.org/works?filter=cites:W4360599511,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Cumulative incidence; Enzootic,Outbreak; Context (archaeology); Medicine; Public health; Cumulative incidence; Demography; Population; Enzootic; Incidence (geometry); Smallpox; Environmental health; Transmission (telecommunications); Vaccination; Geography; Virology; Cohort; Virus; Internal medicine; Physics; Nursing; Archaeology; Electrical engineering; Engineering; Sociology; Optics,"Antigens, Viral; Disease Outbreaks; Female; Homosexuality, Male; Humans; Male; Monkeypox virus; Mpox (monkeypox); Netherlands; Public Health; Sexual and Gender Minorities; Smallpox Vaccine; Travel; Travel-Related Illness",None; prevention & control; None; None; None; None; None; diagnosis; epidemiology; None; None; None; None; None
https://openalex.org/W2989502228,https://openalex.org/W4362633937,https://doi.org/10.1016/j.jiph.2023.04.001,Mpox: Risks and approaches to prevention,2023-04-05,review,https://api.openalex.org/works?filter=cites:W4362633937,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Rabies epidemiology and control,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",Life Sciences; Life Sciences; Life Sciences,Disease Control,Outbreak; Medicine; Environmental health; Transmission (telecommunications); Public health; Population; Disease; Infection control; Disease control; Intensive care medicine; Virology; Nursing; Electrical engineering; Pathology; Engineering,"Mpox (monkeypox); Sexual and Gender Minorities; Animals; Disease Outbreaks; Disease Outbreaks; Female; Health Personnel; Homosexuality, Male; Humans; Male; Pregnancy",None; None; None; None; prevention & control; None; None; None; None; None; None
https://openalex.org/W2989502228,https://openalex.org/W4376505320,https://doi.org/10.1007/s11904-023-00661-1,Mpox and HIV: a Narrative Review,2023-05-13,review,https://api.openalex.org/works?filter=cites:W4376505320,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Viremia; Presentation (obstetrics),Medicine; Disease; Clinical trial; Viremia; Human immunodeficiency virus (HIV); Intensive care medicine; Epidemiology; Presentation (obstetrics); Pediatrics; Immunology; Surgery; Internal medicine,Antiviral Agents; CD4 Lymphocyte Count; Disease Outbreaks; HIV Infections; Humans; Mpox (monkeypox),None; None; None; complications; None; None
https://openalex.org/W2989502228,https://openalex.org/W4294578202,https://doi.org/10.1016/j.clim.2022.109108,The resurgence of a neglected orthopoxvirus: Immunologic and clinical aspects of monkeypox virus infections over the past six decades,2022-09-05,review,https://api.openalex.org/works?filter=cites:W4294578202,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox; Orthopoxvirus; Case fatality rate,Monkeypox; Orthopoxvirus; Smallpox; Virology; Outbreak; Immunology; Vaccination; Immunity; Case fatality rate; Transmission (telecommunications); Vaccinia; Biology; Medicine; Immune system; Environmental health; Population; Biochemistry; Gene; Recombinant DNA; Electrical engineering; Engineering,Communicable Diseases; Mpox (monkeypox); Orthopoxvirus; Humans; Interferons; Male; Monkeypox virus; Mpox (monkeypox); Mpox (monkeypox); Poxviridae Infections; Poxviridae Infections; Poxviridae Infections,None; None; None; None; None; None; None; epidemiology; prevention & control; epidemiology; None; prevention & control
https://openalex.org/W2989502228,https://openalex.org/W4309742787,https://doi.org/10.3390/vaccines10111971,"Comparison of Biological, Pharmacological Characteristics, Indications, Contraindications and Adverse Effects of JYNNEOS and ACAM2000 Monkeypox Vaccines",2022-11-21,article,https://api.openalex.org/works?filter=cites:W4309742787,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Chills; Monkeypox; Antibody titer,Medicine; Adverse effect; Vaccination; Chills; Nausea; Immunogenicity; Monkeypox; Antibody titer; Internal medicine; Titer; Immunology; Antibody; Vaccinia; Biochemistry; Chemistry; Gene; Recombinant DNA,,
https://openalex.org/W2989502228,https://openalex.org/W4362470938,https://doi.org/10.1038/s41577-023-00853-1,Assessing the generation of tissue resident memory T cells by vaccines,2023-03-31,review,https://api.openalex.org/works?filter=cites:W4362470938,T-cell and B-cell Immunology,Immunology,Life Sciences,T-cell and B-cell Immunology; Immunodeficiency and Autoimmune Disorders; SARS-CoV-2 and COVID-19 Research,Immunology and Microbiology; Immunology and Microbiology; Medicine,Life Sciences; Life Sciences; Health Sciences,,Vaccination; Biology; Immunology; Virology; Tuberculosis; Immunity; Mycobacterium tuberculosis; Immune system; Medicine; Pathology,"COVID-19; Vaccines; Antibodies, Neutralizing; Humans; Memory T Cells; SARS-CoV-2; Vaccination",None; None; None; None; None; None; None
https://openalex.org/W2989502228,https://openalex.org/W4380485389,https://doi.org/10.3390/vaccines11061093,The Global Monkeypox (Mpox) Outbreak: A Comprehensive Review,2023-06-12,review,https://api.openalex.org/works?filter=cites:W4380485389,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; vaccines and immunoinformatics approaches,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Monkeypox; Orthopoxvirus; Smallpox vaccine; Cowpox; Poxviridae,Monkeypox; Smallpox; Orthopoxvirus; Outbreak; Vaccinia; Smallpox vaccine; Virology; Cowpox; Poxviridae; Medicine; Vaccination; Biology; Biochemistry; Gene; Recombinant DNA,,
https://openalex.org/W2989502228,https://openalex.org/W4323313810,https://doi.org/10.3390/vaccines11030593,Immune Control of Avian Influenza Virus Infection and Its Vaccine Development,2023-03-04,review,https://api.openalex.org/works?filter=cites:W4323313810,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Pandemic; Highly pathogenic,Influenza A virus subtype H5N1; Biology; Pandemic; Outbreak; Virology; Disease; Immune system; Highly pathogenic; Virus; Immunity; Transmission (telecommunications); Immunology; Acquired immune system; Pathogenicity; Infectious disease (medical specialty); Microbiology; Medicine; Coronavirus disease 2019 (COVID-19); Pathology; Electrical engineering; Engineering,,
https://openalex.org/W2989502228,https://openalex.org/W4387854789,https://doi.org/10.1093/cid/ciad645,Effectiveness of Modified Vaccinia Ankara-Bavaria Nordic Vaccination in a Population at High Risk of Mpox: A Spanish Cohort Study,2023-10-20,article,https://api.openalex.org/works?filter=cites:W4387854789,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; vaccines and immunoinformatics approaches,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,,Medicine; Vaccination; Vaccinia; Cohort; Cohort study; Population; Virology; Environmental health; Demography; Pediatrics; Internal medicine; Biochemistry; Chemistry; Gene; Recombinant DNA; Sociology,Adolescent; Adult; Cohort Studies; HIV Infections; Humans; Monkeypox virus; Mpox (monkeypox); Retrospective Studies; Vaccination; Vaccines; Vaccinia; Vaccinia virus,None; None; None; epidemiology; None; None; None; None; None; None; prevention & control; None
https://openalex.org/W2989502228,https://openalex.org/W4380985874,https://doi.org/10.1016/s1473-3099(23)00270-0,"Early evaluation of the safety, reactogenicity, and immune response after a single dose of modified vaccinia Ankara–Bavaria Nordic vaccine against mpox in children: a national outbreak response",2023-06-16,article,https://api.openalex.org/works?filter=cites:W4380985874,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Reactogenicity,Reactogenicity; Medicine; Vaccination; Adverse effect; Outbreak; Vaccinia; Pediatrics; Immunology; Immune system; Internal medicine; Virology; Immunogenicity; Biology; Biochemistry; Gene; Recombinant DNA,"Antibodies, Viral; Antigens, Viral; Child; Child, Preschool; Disease Outbreaks; Female; Humans; Immunity, Cellular; Male; Mpox (monkeypox); Smallpox Vaccine; Vaccinia; Vaccinia virus",None; None; None; None; prevention & control; None; None; None; None; None; adverse effects; None; None
https://openalex.org/W2989502228,https://openalex.org/W4377293244,https://doi.org/10.1038/s41467-023-38514-5,Vaccinia E5 is a major inhibitor of the DNA sensor cGAS,2023-05-22,article,https://api.openalex.org/works?filter=cites:W4377293244,interferon and immune responses,Immunology,Life Sciences,interferon and immune responses; Poxvirus research and outbreaks; Virus-based gene therapy research,"Immunology and Microbiology; Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,DNA virus; Modified vaccinia Ankara,Vaccinia; Virus; Biology; Virology; DNA virus; Modified vaccinia Ankara; Cytoplasm; Gene; Interferon; Cell biology; Genome; Genetics; Recombinant DNA,"Animals; Dendritic Cells; Female; HEK293 Cells; Humans; Interferon Type I; Membrane Proteins; Mice; Mice, Inbred C57BL; Mice, Knockout; Nucleotidyltransferases; Proteasome Endopeptidase Complex; T-Lymphocytes; Ubiquitination; Vaccinia virus; Viral Proteins; Virulence Factors",None; immunology; None; None; None; immunology; immunology; None; None; None; immunology; None; immunology; None; pathogenicity; genetics; immunology
https://openalex.org/W2989502228,https://openalex.org/W4390767795,https://doi.org/10.1016/j.eclinm.2023.102420,Immunogenicity and reactogenicity of modified vaccinia Ankara pre-exposure vaccination against mpox according to previous smallpox vaccine exposure and HIV infection: prospective cohort study,2024-01-12,article,https://api.openalex.org/works?filter=cites:W4390767795,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Reactogenicity; Smallpox vaccine; McNemar's test; Modified vaccinia Ankara,Medicine; Reactogenicity; Vaccinia; Vaccination; Immunogenicity; Smallpox vaccine; Immunology; Virology; Context (archaeology); Smallpox; McNemar's test; Modified vaccinia Ankara; Immune system; Biology; Biochemistry; Gene; Recombinant DNA; Paleontology; Statistics; Mathematics,,
https://openalex.org/W2989502228,https://openalex.org/W4391891922,https://doi.org/10.46234/ccdcw2024.025,The Current State and Progress of Mpox Vaccine Research,2024-01-01,article,https://api.openalex.org/works?filter=cites:W4391891922,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Smallpox vaccine; Smallpox virus; Monkeypox,Smallpox; Smallpox vaccine; Vaccination; Medicine; Outbreak; Transmission (telecommunications); Smallpox virus; Monkeypox; Virology; Immunology; Environmental health; Vaccinia; Biology; Engineering; Electrical engineering; Biochemistry; Gene; Recombinant DNA,,
https://openalex.org/W2989502228,https://openalex.org/W4390862286,https://doi.org/10.1016/j.vaccine.2023.12.066,JYNNEOS™ effectiveness as post-exposure prophylaxis against mpox: Challenges using real-world outbreak data,2024-01-01,article,https://api.openalex.org/works?filter=cites:W4390862286,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Viral Infections and Outbreaks Research,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Incubation period,Medicine; Confidence interval; Outbreak; Incubation period; Randomized controlled trial; Internal medicine; Biology; Incubation; Virology; Biochemistry,Disease Outbreaks; Humans; Mpox (monkeypox); New York City; Post-Exposure Prophylaxis; Randomized Controlled Trials as Topic; Vaccines,prevention & control; None; None; epidemiology; methods; None; None
