first_order_id,title,publication_date,type,primary_topic.display_name,primary_topic.subfield.display_name,primary_topic.domain.display_name,topics.display_name,topics.field.display_name,topics.domain.display_name,keywords.display_name,concepts.display_name,mesh.descriptor_name,mesh.qualifier_name,second_order_id
10.2903/j.efsa.2022.7415,Clade 2.3.4.4b H5N1 high pathogenicity avian influenza virus (HPAIV) from the 2021/22 epizootic is highly duck adapted and poorly adapted to chickens,2023-05-11,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Viral gastroenteritis research and epidemiology,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Epizootic; Viral Shedding; Infectious dose; Anseriformes; Enzootic,Influenza A virus subtype H5N1; Biology; Epizootic; Virology; Waterfowl; Viral shedding; Transmission (telecommunications); Infectious dose; Clade; Anseriformes; Enzootic; Influenza A virus; Virulence; Virus; Zoology; Ecology; Phylogenetic tree; Gene; Biochemistry; Habitat; Electrical engineering; Engineering,"Influenza A Virus, H5N1 Subtype; Influenza A virus; Influenza in Birds; Animals; Animals, Wild; Chickens; Ducks; Influenza A Virus, H5N1 Subtype; Influenza in Birds; Virulence",genetics; epidemiology,10.1099/jgv.0.001852
10.2903/j.efsa.2022.7289,Transmission dynamics and pathogenesis differ between pheasants and partridges infected with clade 2.3.4.4b H5N8 and H5N1 high-pathogenicity avian influenza viruses,2024-01-30,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Viral gastroenteritis research and epidemiology,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Pathogenesis; Highly pathogenic,Biology; Influenza A virus subtype H5N1; Virology; Clade; Pathogenicity; Transmission (telecommunications); Pathogenesis; Highly pathogenic; Virulence; Virus; Microbiology; Immunology; Gene; Phylogenetics; Genetics; Electrical engineering; Engineering,"Animals; Chickens; Galliformes; Influenza A Virus, H5N1 Subtype; Influenza A Virus, H5N8 Subtype; Influenza A virus; Virulence",,10.1099/jgv.0.001946
10.2903/j.efsa.2022.7415,Evaluating the epizootic and zoonotic threat of an H7N9 low-pathogenicity avian influenza virus (LPAIV) variant associated with enhanced pathogenicity in turkeys,2024-07-09,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral Infections and Immunology Research,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Epizootic; Highly pathogenic,Biology; Virology; Pathogenicity; Epizootic; Influenza A virus subtype H5N1; Virus; Avian influenza virus; Highly pathogenic; Virulence; Vaccination; Microbiology; Gene; Genetics,"Animals; Chickens; China; Ferrets; Hemagglutinin Glycoproteins, Influenza Virus; Humans; Influenza A Virus, H7N9 Subtype; Influenza in Birds; Influenza, Human; Poultry Diseases; Turkeys; Virulence; Virus Replication; Virus Shedding; Zoonoses",virology; epidemiology; genetics; genetics; virology; virology; virology; virology; virology,10.1099/jgv.0.002008
10.2903/j.efsa.2021.7108,"Emergence, migration and spreading of the high pathogenicity avian influenza virus H5NX of the Gs/Gd lineage into America",2025-04-25,review,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral Infections and Vectors,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Anseriformes; Lineage (genetic); Pandemic; Reassortment; Charadriiformes,Biology; Influenza A virus subtype H5N1; Outbreak; Anseriformes; Virology; Avian influenza virus; Lineage (genetic); Clade; Goose; Pathogenicity; Virus; Pandemic; Reassortment; Charadriiformes; Zoology; Phylogenetic tree; Genetics; Ecology; Coronavirus disease 2019 (COVID-19); Disease; Microbiology; Gene; Infectious disease (medical specialty); Medicine; Pathology,"Americas; Animal Migration; Animals; Anseriformes; Birds; Disease Outbreaks; Influenza A Virus, H5N1 Subtype; Influenza in Birds; Reassortant Viruses; Virulence",epidemiology; virology; virology; pathogenicity; epidemiology; pathogenicity,10.1099/jgv.0.002081
10.2903/j.efsa.2021.7108,A Pan-Respiratory Antiviral Chemotype Targeting a Host Multi-Protein Complex,2021-01-18,preprint,Viral Infectious Diseases and Gene Expression in Insects,Molecular Biology,Life Sciences,Viral Infectious Diseases and Gene Expression in Insects; 14-3-3 protein interactions; Monoclonal and Polyclonal Antibodies Research,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Chemotype; Coronavirus,Virology; Biology; Virus; Capsid; Chemotype; Viral replication; Innate immune system; Viral entry; Allosteric regulation; Coronavirus; Immunology; Infectious disease (medical specialty); Disease; Coronavirus disease 2019 (COVID-19); Receptor; Medicine; Immune system; Genetics; Food science; Essential oil; Pathology,,,10.1101/2021.01.17.426875
10.2903/j.efsa.2021.7108,Transatlantic spread of highly pathogenic avian influenza H5N1 by wild birds from Europe to North America in 2021,2022-01-13,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Highly pathogenic; Bird migration,Influenza A virus subtype H5N1; Highly pathogenic; Waterfowl; Goose; Geography; Bird migration; Outbreak; Avian influenza virus; Biology; Wildlife; Virology; Zoology; Virus; Ecology; Habitat,,,10.1101/2022.01.13.476155
10.2903/j.efsa.2022.7415,A generic risk assessment model for animal disease entry through wildlife: The example of highly pathogenic avian influenza and African swine fever in The Netherlands,2022-04-26,preprint,Animal Disease Management and Epidemiology,Agronomy and Crop Science,Life Sciences,Animal Disease Management and Epidemiology; Influenza Virus Research Studies; Vector-Borne Animal Diseases,Agricultural and Biological Sciences; Medicine; Agricultural and Biological Sciences,Life Sciences; Health Sciences; Life Sciences,Wild boar; Wildlife disease; Highly pathogenic,Wildlife; Outbreak; Wild boar; Influenza A virus subtype H5N1; Geography; Wildlife disease; Highly pathogenic; Risk assessment; Relative risk; Disease; Environmental health; Veterinary medicine; Biology; Risk analysis (engineering); Demography; Confidence interval; Ecology; Business; Medicine; Virology; Computer science; Computer security; Virus; Pathology; Sociology; Internal medicine,,,10.1101/2022.04.25.489353
10.2903/j.efsa.2022.7289,Zoonotic avian influenza viruses evade human BTN3A3 restriction,2022-06-15,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Virology and Viral Diseases,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Nucleoprotein; Subfamily; H5N1 genetic structure,Biology; Virology; Influenza A virus subtype H5N1; Nucleoprotein; Influenza A virus; Subfamily; Virus; Genotype; H5N1 genetic structure; Genetics; Gene; Coronavirus disease 2019 (COVID-19); Infectious disease (medical specialty); Medicine; Disease; Pathology,,,10.1101/2022.06.14.496196
10.2903/j.efsa.2021.7108,"Two major epidemics of highly pathogenic avian influenza virus H5N8 and H5N1 in domestic poultry in France, 2020-2022",2022-06-20,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral Infections and Vectors,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Highly pathogenic; Pandemic,Outbreak; Influenza A virus subtype H5N1; Highly pathogenic; Distribution (mathematics); Geography; Pandemic; Veterinary medicine; Virology; Socioeconomics; Environmental health; Biology; Virus; Disease; Coronavirus disease 2019 (COVID-19); Medicine; Infectious disease (medical specialty); Mathematical analysis; Mathematics; Sociology; Pathology,,,10.1101/2022.06.20.496805
10.2903/j.efsa.2022.7289,"Two major epidemics of highly pathogenic avian influenza virus H5N8 and H5N1 in domestic poultry in France, 2020-2022",2022-06-20,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral Infections and Vectors,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Highly pathogenic; Pandemic,Outbreak; Influenza A virus subtype H5N1; Highly pathogenic; Distribution (mathematics); Geography; Pandemic; Veterinary medicine; Virology; Socioeconomics; Environmental health; Biology; Virus; Disease; Coronavirus disease 2019 (COVID-19); Medicine; Infectious disease (medical specialty); Mathematical analysis; Mathematics; Sociology; Pathology,,,10.1101/2022.06.20.496805
10.2903/j.efsa.2022.7289,Investigating the genetic diversity of H5 avian influenza in the UK 2020-2022,2022-12-03,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Epizootic; Reassortment,Epizootic; Influenza A virus subtype H5N1; Biology; Genetic diversity; Reassortment; Outbreak; Population; Waterfowl; Zoology; Virology; Ecology; Virus; Habitat; Demography; Infectious disease (medical specialty); Medicine; Disease; Coronavirus disease 2019 (COVID-19); Pathology; Sociology,,,10.1101/2022.12.03.518823
10.2903/j.efsa.2022.7289,The episodic resurgence of highly pathogenic avian influenza H5 virus,2022-12-18,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Reassortment; Flyway; Highly pathogenic; Bird migration,Influenza A virus subtype H5N1; Reassortment; Outbreak; Flyway; Biology; Clade; Highly pathogenic; Avian influenza virus; Virology; Bird migration; Virus; Zoology; Ecology; Phylogenetics; Genetics; Gene; Coronavirus disease 2019 (COVID-19); Medicine; Disease; Pathology; Habitat; Infectious disease (medical specialty),,,10.1101/2022.12.18.520670
10.2903/j.efsa.2021.7108,"Highly pathogenic avian influenza A H5 virus outbreaks in broiler farms in the Netherlands – Clinical signs, transmission and identification of reporting thresholds",2023-01-05,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Flock; Poultry farming,Flock; Outbreak; Influenza A virus subtype H5N1; Broiler; Transmission (telecommunications); Veterinary medicine; Biology; Mortality rate; Poultry farming; Environmental health; Medicine; Virology; Virus; Animal science; Internal medicine; Electrical engineering; Engineering,,,10.1101/2023.01.05.522008
10.2903/j.efsa.2022.7289,Pathology of natural infection with highly pathogenic avian influenza virus (H5N1) clade 2.3.4.4b in wild terrestrial mammals in the United States in 2022,2023-03-12,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Viral Infections and Vectors,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Zoonosis; Natural reservoir; Sigmodon hispidus,Vulpes; Biology; Influenza A virus subtype H5N1; Virology; Canis; Zoonosis; Virus; Zoology; Natural reservoir; Sigmodon hispidus; Veterinary medicine; Predation; Ecology; Medicine,,,10.1101/2023.03.10.532068
10.2903/j.efsa.2022.7415,The role of airborne particles in the epidemiology of clade 2.3.4.4b H5N1 high pathogenicity avian influenza virus in commercial poultry production units,2023-03-16,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Epizootic; Highly pathogenic; Airborne Transmission,Influenza A virus subtype H5N1; Epizootic; Clade; Virology; Biology; Feather; Avian influenza virus; Highly pathogenic; Virus; Influenza A virus; Airborne transmission; Veterinary medicine; Zoology; Coronavirus disease 2019 (COVID-19); Infectious disease (medical specialty); Phylogenetics; Gene; Medicine; Biochemistry; Disease; Pathology,,,10.1101/2023.03.16.532935
10.2903/j.efsa.2022.7289,Novel technology to develop non-transmissible live influenza virus vaccines through alterations in M2/M42 ion channel expression,2023-04-12,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Respiratory viral infections research,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,In ovo; Viral Shedding,Virology; Biology; Virus; Influenza A virus subtype H5N1; In ovo; Viral shedding; Goose; Outbreak; Influenza A virus; Microbiology; Genetics; Embryo; Paleontology,,,10.1101/2023.04.11.536210
10.2903/j.efsa.2022.7415,Development of a nucleoside-modified mRNA vaccine against clade 2.3.4.4b H5 highly pathogenic avian influenza virus,2023-04-30,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Immune Response and Inflammation,Medicine; Agricultural and Biological Sciences; Immunology and Microbiology,Health Sciences; Life Sciences; Life Sciences,Highly pathogenic; H5N1 genetic structure,Influenza A virus subtype H5N1; Virology; Hemagglutinin (influenza); Highly pathogenic; Clade; Virus; Biology; Glycoprotein; H5N1 genetic structure; Messenger RNA; Nucleoside; Avian influenza virus; Gene; Microbiology; Coronavirus disease 2019 (COVID-19); Phylogenetics; Medicine; Molecular biology; Infectious disease (medical specialty); Disease; Genetics; Pathology,,,10.1101/2023.04.30.538854
10.2903/j.efsa.2022.7289,Highly pathogenic avian influenza causes mass mortality in Sandwich tern (<i>Thalasseus sandvicensis</i>) breeding colonies across northwestern Europe,2023-05-13,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Bird parasitology and diseases,Medicine; Medicine; Immunology and Microbiology,Health Sciences; Health Sciences; Life Sciences,Enzootic; Tern; Highly pathogenic; Charadriiformes,Influenza A virus subtype H5N1; Outbreak; Enzootic; Tern; Biology; Seabird; Population; Highly pathogenic; Charadriiformes; Zoology; Veterinary medicine; Virus; Demography; Ecology; Virology; Predation; Medicine; Sociology,,,10.1101/2023.05.12.540367
10.2903/j.efsa.2022.7415,Highly pathogenic avian influenza causes mass mortality in Sandwich tern (<i>Thalasseus sandvicensis</i>) breeding colonies across northwestern Europe,2023-05-13,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Bird parasitology and diseases,Medicine; Medicine; Immunology and Microbiology,Health Sciences; Health Sciences; Life Sciences,Enzootic; Tern; Highly pathogenic; Charadriiformes,Influenza A virus subtype H5N1; Outbreak; Enzootic; Tern; Biology; Seabird; Population; Highly pathogenic; Charadriiformes; Zoology; Veterinary medicine; Virus; Demography; Ecology; Virology; Predation; Medicine; Sociology,,,10.1101/2023.05.12.540367
10.2903/j.efsa.2022.7289,Synchrony of Bird Migration with Avian Influenza Global Spread; Implications for Vulnerable Bird Orders,2023-05-24,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Genomics and Phylogenetic Studies; Bat Biology and Ecology Studies,"Medicine; Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences",Health Sciences; Life Sciences; Life Sciences,Bird migration; Anseriformes; Lineage (genetic); Viral phylodynamics,Biological dispersal; Bird migration; Clade; Influenza A virus subtype H5N1; Biology; Outbreak; Anseriformes; Phylogeography; Ecology; Lineage (genetic); Viral phylodynamics; Influenza A virus; Zoology; Phylogenetic tree; Evolutionary biology; Virus; Virology; Population; Genetics; Demography; Sociology; Gene,,,10.1101/2023.05.22.541648
10.2903/j.efsa.2022.7289,Transmission dynamics and pathogenesis differ between pheasants and partridges infected with clade 2.3.4.4b H5N8 and H5N1 high-pathogenicity avian influenza viruses,2023-09-22,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Phasianus; Viral Shedding,Influenza A virus subtype H5N1; Biology; Pheasant; Transmission (telecommunications); Virology; Outbreak; Phasianus; Clade; Viral shedding; Zoology; Virus; Phylogenetic tree; Genetics; Gene; Electrical engineering; Engineering,,,10.1101/2023.09.22.558959
10.2903/j.efsa.2022.7415,Navigating the global egg shortage: a comprehensive study of interconnected challenges,2024-03-16,preprint,Agriculture Sustainability and Environmental Impact,Ecology,Physical Sciences,Agriculture Sustainability and Environmental Impact; Viral gastroenteritis research and epidemiology,Environmental Science; Medicine,Physical Sciences; Health Sciences,Economic shortage; Pandemic,Economic shortage; Business; Agriculture; Pandemic; Supply chain; Natural resource economics; Distribution (mathematics); Sustainability; Coronavirus disease 2019 (COVID-19); Economic growth; Economics; Marketing; Biology; Ecology; Medicine; Linguistics; Philosophy; Government (linguistics); Mathematical analysis; Mathematics; Disease; Pathology; Infectious disease (medical specialty),,,10.1101/2024.03.13.24304250
10.1787/0b55736e-en,Reflections on Applying Systems Thinking to Stakeholder Mapping: The <scp>STOA</scp> Unit at the European Parliament,2025-02-14,article,Nonprofit Sector and Volunteering,Sociology and Political Science,Social Sciences,Nonprofit Sector and Volunteering; Corporate Social Responsibility Reporting; Political Influence and Corporate Strategies,"Social Sciences; Business, Management and Accounting; Business, Management and Accounting",Social Sciences; Social Sciences; Social Sciences,,Parliament; Unit (ring theory); Stakeholder; Political science; Business; Computer science; Public relations; Psychology; Mathematics education; Law; Politics,,,10.1111/1758-5899.13494
10.2903/j.efsa.2022.7289,"Functional traits explain waterbirds' host status, subtype richness, and community‐level infection risk for avian influenza",2023-08-16,letter,Viral Infections and Vectors,Infectious Diseases,Health Sciences,Viral Infections and Vectors; Zoonotic diseases and public health; Influenza Virus Research Studies,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Guild; Trait,Species richness; Biology; Ecology; Guild; Host (biology); Biological dispersal; Trait; Influenza A virus subtype H5N1; Virus; Virology; Demography; Habitat; Population; Computer science; Programming language; Sociology,Influenza in Birds; Animals; Ecology; Europe; Europe; Influenza in Birds,epidemiology; epidemiology,10.1111/ele.14294
10.2903/j.efsa.2022.7289,"Characterization of high pathogenicity avian influenza H5Nx viruses from a wild harbor seal and red foxes in Denmark, 2021 and 2022",2023-10-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Virus Infections Studies; Respiratory viral infections research,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Natural reservoir,Pathogenicity; Influenza A virus subtype H5N1; Biology; Virology; Clade; Virus; Avian influenza virus; Natural reservoir; Zoology; Influenza A virus; Adaptation (eye); Microbiology; Phylogenetics; Gene; Genetics; Neuroscience,"Animals; Animals, Wild; Denmark; Foxes; Influenza A virus; Influenza in Birds; Phoca; Phylogeny; Virulence",epidemiology; genetics; epidemiology,10.1111/irv.13208
10.2903/j.efsa.2016.4687,"Association of wild bird densities around poultry farms with the risk of highly pathogenic avian influenza virus subtype H5N8 outbreaks in the Netherlands, 2016",2020-05-18,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Anatidae; Poultry farming; Anas; Biosecurity; Highly pathogenic; Anseriformes,Waterfowl; Outbreak; Influenza A virus subtype H5N1; Anatidae; Biology; Poultry farming; Veterinary medicine; Anas; Biosecurity; Highly pathogenic; Anseriformes; Ecology; Habitat; Fishery; Virus; Virology; Medicine,,,10.1111/tbed.13595
10.2903/j.efsa.2021.7108,Emergence of clade 2.3.4.4b novel reassortant H5N1 high pathogenicity avian influenza virus in South Korea during late 2021,2022-04-12,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Reassortment; H5N1 genetic structure,Influenza A virus subtype H5N1; Clade; Reassortment; Biology; Virology; Outbreak; Virus; H5N1 genetic structure; Influenza A virus; Pathogenicity; Phylogenetics; Gene; Genetics; Microbiology; Disease; Infectious disease (medical specialty); Coronavirus disease 2019 (COVID-19); Medicine; Pathology,"Influenza A Virus, H5N1 Subtype; Influenza A virus; Influenza in Birds; Animals; Humans; Influenza A Virus, H5N1 Subtype; Influenza A virus; Influenza in Birds; Phylogeny; Poultry; Reassortant Viruses; Reassortant Viruses; Republic of Korea; Republic of Korea; Virulence",genetics; genetics; epidemiology; genetics; epidemiology,10.1111/tbed.14551
10.2903/j.efsa.2021.7108,Primary harbour seal ( <i>Phoca vitulina</i> ) airway epithelial cells show high susceptibility to infection by a seal‐derived influenza A virus (H5N8),2022-05-04,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; Immune Response and Inflammation,Medicine; Medicine; Immunology and Microbiology,Health Sciences; Health Sciences; Life Sciences,,Biology; Phoca; Virus; Virology; Influenza A virus subtype H5N1; Influenza A virus; Zoology,"Dog Diseases; Influenza A Virus, H5N8 Subtype; Influenza A Virus, H9N2 Subtype; Influenza in Birds; Phoca; Poultry Diseases; Swine Diseases; Animals; Animals, Wild; Dogs; Epithelial Cells; Ferrets; Humans; Influenza A Virus, H3N2 Subtype; N-Acetylneuraminic Acid; Phylogeny; Poultry; Swine; Trypsin",,10.1111/tbed.14580
10.2903/j.efsa.2021.7108,"Two major epidemics of highly pathogenic avian influenza virus H5N8 and H5N1 in domestic poultry in France, 2020–2022",2022-10-05,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral Infections and Vectors,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Highly pathogenic; Pandemic,Outbreak; Influenza A virus subtype H5N1; Highly pathogenic; Distribution (mathematics); Geography; Veterinary medicine; Pandemic; Virology; Socioeconomics; Biology; Environmental health; Virus; Coronavirus disease 2019 (COVID-19); Disease; Medicine; Infectious disease (medical specialty); Mathematical analysis; Mathematics; Pathology; Sociology,"Epidemics; Influenza A Virus, H5N1 Subtype; Influenza A Virus, H5N8 Subtype; Influenza A virus; Influenza in Birds; Poultry Diseases; Animals; Disease Outbreaks; Disease Outbreaks; Epidemics; France; France; Poultry; Poultry Diseases",veterinary; veterinary; epidemiology; epidemiology,10.1111/tbed.14722
10.2903/j.efsa.2022.7289,"Two major epidemics of highly pathogenic avian influenza virus H5N8 and H5N1 in domestic poultry in France, 2020–2022",2022-10-05,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral Infections and Vectors,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Highly pathogenic; Pandemic,Outbreak; Influenza A virus subtype H5N1; Highly pathogenic; Distribution (mathematics); Geography; Veterinary medicine; Pandemic; Virology; Socioeconomics; Biology; Environmental health; Virus; Coronavirus disease 2019 (COVID-19); Disease; Medicine; Infectious disease (medical specialty); Mathematical analysis; Mathematics; Pathology; Sociology,"Epidemics; Influenza A Virus, H5N1 Subtype; Influenza A Virus, H5N8 Subtype; Influenza A virus; Influenza in Birds; Poultry Diseases; Animals; Disease Outbreaks; Disease Outbreaks; Epidemics; France; France; Poultry; Poultry Diseases",veterinary; veterinary; epidemiology; epidemiology,10.1111/tbed.14722
10.2903/j.efsa.2022.7415,"Two major epidemics of highly pathogenic avian influenza virus H5N8 and H5N1 in domestic poultry in France, 2020–2022",2022-10-05,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral Infections and Vectors,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Highly pathogenic; Pandemic,Outbreak; Influenza A virus subtype H5N1; Highly pathogenic; Distribution (mathematics); Geography; Veterinary medicine; Pandemic; Virology; Socioeconomics; Biology; Environmental health; Virus; Coronavirus disease 2019 (COVID-19); Disease; Medicine; Infectious disease (medical specialty); Mathematical analysis; Mathematics; Pathology; Sociology,"Epidemics; Influenza A Virus, H5N1 Subtype; Influenza A Virus, H5N8 Subtype; Influenza A virus; Influenza in Birds; Poultry Diseases; Animals; Disease Outbreaks; Disease Outbreaks; Epidemics; France; France; Poultry; Poultry Diseases",veterinary; veterinary; epidemiology; epidemiology,10.1111/tbed.14722
10.2903/j.efsa.2021.7108,Detection of clade 2.3.4.4b highly pathogenic H5N1 influenza virus in New York City,2024-05-15,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Pandemic; Highly pathogenic,Influenza A virus subtype H5N1; Biology; Clade; Pandemic; Influenza A virus; Highly pathogenic; Wildlife; Population; Virus; Virology; Environmental health; Phylogenetic tree; Ecology; Coronavirus disease 2019 (COVID-19); Infectious disease (medical specialty); Genetics; Gene; Disease; Medicine; Pathology,"Animals; Animals, Wild; Birds; Genome, Viral; Genotype; Humans; Influenza A Virus, H5N1 Subtype; Influenza in Birds; Influenza, Human; New York City; Poultry; Viral Zoonoses; Whole Genome Sequencing",virology; virology; genetics; genetics; virology; virology; epidemiology; virology; virology,10.1128/jvi.00626-24
10.2903/j.efsa.2016.4687,Opposite Outcomes of the Within-Host Competition between High- and Low-Pathogenic H5N8 Avian Influenza Viruses in Chickens Compared to Ducks,2021-10-06,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Highly pathogenic; H5N1 genetic structure; Viral evolution; Viral Shedding,Biology; Influenza A virus subtype H5N1; Virology; Highly pathogenic; Host (biology); Virus; Viral replication; H5N1 genetic structure; Hemagglutinin (influenza); Viral evolution; Influenza A virus; Viral shedding; Gene; Genetics; Genome; Infectious disease (medical specialty); Coronavirus disease 2019 (COVID-19); Medicine; Disease; Pathology,"Influenza A Virus, H5N8 Subtype; Animals; Biomarkers; Biopsy; Cells, Cultured; Chickens; Coinfection; Disease Susceptibility; Ducks; Genotype; Host-Pathogen Interactions; Immunohistochemistry; Influenza in Birds; Poultry Diseases; RNA, Viral; Species Specificity; Viral Load; Virulence; Virus Replication",physiology; metabolism; metabolism,10.1128/jvi.01366-21
10.2903/j.efsa.2016.4687,"Has Epizootic Become Enzootic? Evidence for a Fundamental Change in the Infection Dynamics of Highly Pathogenic Avian Influenza in Europe, 2021",2022-06-21,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Enzootic; Epizootic; Highly pathogenic,Enzootic; Epizootic; Influenza A virus subtype H5N1; Outbreak; Highly pathogenic; Biology; Clade; Virology; Avian influenza virus; Pathogenicity; Virus; Zoology; Phylogenetic tree; Microbiology; Genetics; Gene,"Animals; Animals, Wild; Birds; Europe; Influenza A Virus, H5N1 Subtype; Influenza A virus; Influenza in Birds; Phylogeny; Poultry",epidemiology; genetics; genetics; epidemiology,10.1128/mbio.00609-22
