unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
itaost-8121437063353e1d0989c3b91bc6c5b9,Foresight and Technology Assessment: Monitoring Future Issues for the Austrian Parliament Report Version: June 2019. Report-No. ITA-AIT-8; Institute of Technology Assessment / Austrian Institute of Technology: Vienna; on behalf of: Parliamentary Directorate.,Publication,2019-06-23,http://epub.oeaw.ac.at/ita/ita-projektberichte/ITA-AIT-8.pdf,,"Nudge theory, Information privacy, Deepfake",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology, health, society",tabde-d5c66a1587b61e8b39c2be111b3a2c40
tabde-21195ef029823bab6c2b33f97b3aedee,The potential of algae-based raw materials for truck traffic,Publication,2019-06-01,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab181.pdf,,"Chemistry, Biomass to liquid, Sustainable Development Goals",ger,"economy, business and finance, science and technology>natural science, environment, science and technology, environment>natural resources, economy, business and finance>economic sector>chemicals, science and technology>natural science>biology, economy, business and finance>economic sector>energy and resource, economy, business and finance>economy, economy, business and finance>economic sector",tabde-d5c66a1587b61e8b39c2be111b3a2c40
parliamentofaustria-27c7abc4b02d5cdb49c25f96f3366b65,R&amp;TA monitoring for the Austrian Parliament,Publication,2018-11-26,https://www.parlament.gv.at/ZUSD/PDF/FTA_11.pdf,,"Artificial life, CRISPR gene editing, Biology",ger,"science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health",tabde-d5c66a1587b61e8b39c2be111b3a2c40
itaost-db06ab04a96f8a52fba1727df782e88d,Foresight and Technology Assessment: Monitoring Future Issues for the Austrian Parliament. Report version: May 2018. Report no. ITA-AIT-6; Institute of Technology Assessment / Austrian Institute of Technology: Vienna; on behalf of: Parliamentary Directorate.,Publication,2018-06-08,http://epub.oeaw.ac.at/ita/ita-projektberichte/ITA-AIT-6.pdf,,"Artificial intelligence, Virtual reality, Augmented reality",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology, economy, business and finance>economic sector>computing and information technology, environment, economy, business and finance>economy",tabde-d5c66a1587b61e8b39c2be111b3a2c40
parliamentofaustria-329b420ca560ca0dc1699a9d6623b615,R&amp;TA monitoring for the Austrian Parliament,Publication,2018-06-08,https://www.parlament.gv.at/ZUSD/PDF/FTA-Monitoring_Mai2018_fin.pdf,,"Artificial intelligence, Virtual reality, Sustainable Development Goals",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology, science and technology>natural science>biology>genetics",tabde-d5c66a1587b61e8b39c2be111b3a2c40
tabde-1129c514a8f9922b5bb95f49b99ad352,Robotics and Assistive Neurotechnology in Nursing - Societal Challenges,Publication,2018-04-01,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab177.pdf,,"General Data Protection Regulation, Damages, Long-term care insurance in Germany",ger,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>financial and business service, society, society>values, health, science and technology, labour, economy, business and finance>economic sector>financial and business service>insurance, science and technology>social sciences, politics, society>values>ethics",tabde-d5c66a1587b61e8b39c2be111b3a2c40
itaost-37b0e46da51e46893d0270619e07ce77,Foresight and Technology Assessment: Monitoring of future topics for the Austrian Parliament; Report version: November 2017. Report no. ITA-AIT-5; Institute of Technology Assessment / Austrian Institute of Technology: Vienna; on behalf of: Parliamentary Directorate.,Publication,2018-03-23,http://epub.oeaw.ac.at/ita/ita-projektberichte/ITA-AIT-5.pdf,,"Augmented reality, Virtual reality, Hydrogen",ger,"economy, business and finance, science and technology, science and technology>natural science>biology, science and technology>natural science, health, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector, science and technology>natural science>biology>genetics",tabde-d5c66a1587b61e8b39c2be111b3a2c40
parliamentofaustria-b7525a20d835435dd9eeff4df5f8b631,Foresight and Technology Assessment: Monitoring of future issues for the Austrian Parliament,Publication,2018-03-23,https://www.parlament.gv.at/ZUSD/PDF/FTA-Monitoring_November2017_final_230318.pdf,,"Augmented reality, Hydrogen, Organ transplantation",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology, economy, business and finance>economic sector>computing and information technology, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>energy and resource, health",tabde-d5c66a1587b61e8b39c2be111b3a2c40
boellde-53c98abef1d1bbec57892127ff716812,Disputed Nature - Biodiversity and its Convention,Publication,2016-12-03,https://www.boell.de/en/2016/12/05/disputed-nature-biodiversity-and-its-convention,,"Convention on Biological Diversity, Agricultural biodiversity, Climate engineering",eng,"science and technology>natural science>biology, environment, science and technology, environment>nature, science and technology>social sciences, science and technology>natural science>biology>genetics, politics, science and technology>natural science",tabde-d5c66a1587b61e8b39c2be111b3a2c40
tabde-a1f0059920a3b3b24c4f8bb37061f0e1,»White Biotechnology - Innovation Analysis Part II. Status and Perspectives of Industrial Biotechnology: Environmental and Sustainability Potential«,Publication,2016-11-01,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab169.pdf,,"Nature, Chemistry, Biology",ger,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, lifestyle and leisure>lifestyle>food and drink, science and technology>natural science, economy, business and finance>economic sector>chemicals, economy, business and finance>economic sector>chemicals>organic chemical, lifestyle and leisure>lifestyle>food and drink>organic food, science and technology>natural science>biology, science and technology",tabde-d5c66a1587b61e8b39c2be111b3a2c40
tabde-a1f1286c1eea1877d9e6e07032833493,"&quot;White Biotechnology - Innovation Analysis Part I. Status and Perspectives of Industrial Biotechnology: Processes, Applications, Economic Perspectives&quot;",Publication,2016-11-01,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab168.pdf,,"Nature, Biology, Chemistry",ger,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, lifestyle and leisure>lifestyle>food and drink, science and technology>natural science, economy, business and finance>economic sector>chemicals, economy, business and finance>economic sector>chemicals>organic chemical, economy, business and finance>economic sector>chemicals>inorganic chemical, science and technology>natural science>biology, lifestyle and leisure>lifestyle>food and drink>organic food, science and technology",tabde-d5c66a1587b61e8b39c2be111b3a2c40
tabde-054220faa51316045cf183c7cd76c6a4,Synthetic Biology,Publication,2015-12-01,https://www.tab-beim-bundestag.de/de/pdf/publikationen/tab-brief/TAB-Brief-046.pdf,,"Biology, Life sciences, Organisms",ger,"science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, health",tabde-d5c66a1587b61e8b39c2be111b3a2c40
oieint-8e4780726d4f86995c49ccc5e385b325,"Report of the Meeting of the WOAH Biological Standards Commission, February 2024",Publication,2024-03-01,https://doc.oie.int/dyn/portal/index.xhtml?page=alo&aloId=43838,,"Avian influenza, Vaccine, Vaccine efficacy",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology",who-cb0a0f440fcf187995c3c1b1cd53ca04
who-2e778418041a8996b742f54c9ed880f0,WHO Expert Committee on Specifications for Pharmaceutical Preparations: fifty-seventh report,Publication,2024-01-01,https://apps.who.int/iris/handle/10665/376607,1. Headquarters,"Good manufacturing practice, European Directorate for the Quality of Medicines & HealthCare, Pharmacopoeia",eng,"economy, business and finance, economy, business and finance>economic sector, health, science and technology>biomedical science, science and technology>biomedical science>pharmacology, economy, business and finance>economic sector>chemicals>pharmaceutical, health>diseases and conditions, economy, business and finance>economic sector>chemicals, science and technology",who-cb0a0f440fcf187995c3c1b1cd53ca04
who-e2bf4cf2699f58f5d6c576112c412119,WHO Expert Committee on Biological Standardization: seventy-eighth report,Publication,2024-01-01,https://apps.who.int/iris/handle/10665/376596,1. Headquarters,"Health sciences, Immunology, Medicine",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, science and technology>natural science>biology>genetics, health>diseases and conditions",who-cb0a0f440fcf187995c3c1b1cd53ca04
who-de669ca3c393329871195bdb38f33d2a,Quality assurance of pharmaceuticals: a compendium of guidelines and related material: volume 1: Good practices and related regulatory guidance,Publication,2024-01-01,https://apps.who.int/iris/handle/10665/379334,1. Headquarters,"Medicine, Medicinal chemistry, Pharmaceutical sciences",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>biomedical science, science and technology>biomedical science>pharmacology, economy, business and finance>economic sector>chemicals>pharmaceutical, economy, business and finance>economic sector>chemicals, health, science and technology",who-cb0a0f440fcf187995c3c1b1cd53ca04
oieint-85557ccbfae34d612a19a80f4e0187db,"Report of the meeting of the WOAH Biological Standards Commission, September 2023",Publication,2023-10-01,https://doc.oie.int/dyn/portal/index.xhtml?page=alo&aloId=43549,,"Verification and validation, Avian influenza, World Organisation for Animal Health",eng,"science and technology, health>diseases and conditions>communicable disease, science and technology>natural science, health>diseases and conditions, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health, science and technology>natural science>biology",who-cb0a0f440fcf187995c3c1b1cd53ca04
who-567633788fc73a7c0dafe61ed18ad2de,WHO Expert Committee on Biological Standardization: seventy-fourth report,Publication,2022-04-12,https://apps.who.int/iris/handle/10665/353069,,"MRNA vaccine, Vaccine, World Health Organization",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health>diseases and conditions",who-cb0a0f440fcf187995c3c1b1cd53ca04
who-16e7341d58bd345794c94dbbed7dd0d4,WHO Expert Committee on Biological Standardization: seventieth report,Publication,2020-05-18,https://apps.who.int/iris/handle/10665/332102,,"World Health Organization, Vaccine, Polio vaccine",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology>natural science, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>illness",who-cb0a0f440fcf187995c3c1b1cd53ca04
who-f641b7f719ab11e2d955b1a00abcbeb1,WHO Expert Committee on Biological Standardization: sixty-ninth report,Publication,2019-06-11,https://apps.who.int/iris/handle/10665/325184,,"Health sciences, Life sciences, Biology",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease, science and technology",who-cb0a0f440fcf187995c3c1b1cd53ca04
governmentofuganda-647b4c3d07529c6a1e2d2c30b56cf959,WHO Expert Committee on Biological Standardization,Publication,2019-05-06,http://library.health.go.ug/download/file/fid/2504,,"Influenza pandemic, Avian influenza, Medical device",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",who-cb0a0f440fcf187995c3c1b1cd53ca04
governmentofuganda-a92e0974243ac836d91ef0721bb45bbc,WHO Expert Committee on Biological Standardization,Publication,2019-05-06,https://library.health.go.ug/file-download/download/public/153,,"Vaccine, Avian influenza, World Health Organization",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health>diseases and conditions",who-cb0a0f440fcf187995c3c1b1cd53ca04
who-4e623b77458abbfae6b68cf70e3bc80d,WHO Expert Committee on Biological Standardization: sixty-eighth report,Publication,2018-06-11,https://apps.who.int/iris/handle/10665/272807,,"Infliximab, World Health Organization, Clinical medicine",eng,"health>diseases and conditions, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science>biology, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease",who-cb0a0f440fcf187995c3c1b1cd53ca04
governmentofuganda-c5f477c59f86a3d08b2d3bc47333c9eb,WHO Expert Committee on Biological Standardization,Publication,2018-05-17,http://library.health.go.ug/download/file/fid/2238,,"World Health Organization, Infliximab, Biopharmaceutical",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology>natural science, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>illness",who-cb0a0f440fcf187995c3c1b1cd53ca04
governmentofuganda-43dc1a83b97d49fac11349e757524888,WHO Expert Committee on Biological Standardization,Publication,2018-05-17,http://library.health.go.ug/sites/default/files/resources/WHO%20expert%20committee%20on%20Biological%20standardization%2C%201011.pdf,,"Infliximab, World Health Organization, Vaccine",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health>diseases and conditions>illness, science and technology>natural science>biology",who-cb0a0f440fcf187995c3c1b1cd53ca04
who-4197e1ddd450d771330b638fa975c6f1,"WHO Expert Committee on Biological Standardization, sixty-seventh report",Publication,2017-06-13,https://apps.who.int/iris/handle/10665/255657,,"World Health Organization, Vaccine, Biopharmaceutical",eng,"science and technology>natural science, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science>biology, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease, science and technology",who-cb0a0f440fcf187995c3c1b1cd53ca04
congressionalresearch-16ea1dd9ac7819d8a767b2ac07396510,R47265| Synthetic/Engineering Biology: Issues for Congress,Publication,2022-09-30,https://crsreports.congress.gov/product/pdf/download/R/R47265/R47265.pdf/,,"Engineering, Biosecurity, Do-it-yourself biology",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology",wilsoncenter-be8b980787059ff6a9ac10734d943c71
govdeptsspain-365c8e861abc36c3340d6a130ecc965d,Bie newsletter,Publication,2017-12-21,https://publicaciones.defensa.gob.es/media/downloadable/files/links/b/o/boletin_del_ieee_7.pdf,,"Revolutionary Armed Forces of Colombia, Religion, Colombian peace process",spa,"religion and belief, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, society, conflicts, war and peace>armed conflict>war, politics, politics>government",wilsoncenter-be8b980787059ff6a9ac10734d943c71
govdeptsspain-96361c86ce99ae5230cbb5fbf3b0cdec,[THIS TITLE IS BROKEN AND HAS BEEN REMOVED],Publication,2017-12-21,https://bibliotecavirtual.defensa.gob.es/BVMDefensa/es/catalogo_imagenes/grupo.do?path=180386,,"Leadership, Religion, Revolutionary Armed Forces of Colombia",spa,"conflicts, war and peace, politics, religion and belief>religious belief, religion and belief, religion and belief>religious belief>Christianity, politics>government, science and technology, conflicts, war and peace>armed conflict>war, conflicts, war and peace>armed conflict",wilsoncenter-be8b980787059ff6a9ac10734d943c71
royalsociety-f792f446535bd7f46e80634b20dd31d3,The Nuclear Renaissance | Nuclear Fuel,Publication,2015-07-13,https://royalsociety.org/topics-policy/projects/nuclear-non-proliferation/report,,"Nuclear fuel, MOX fuel, Thorium fuel cycle",eng,"conflicts, war and peace, economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology, science and technology>natural science>physics, economy, business and finance>economic sector>energy and resource, economy, business and finance>economic sector>energy and resource>nuclear power, conflicts, war and peace>act of terror",royalsociety-39a8e73d0a2fc1041505e0ee675e638f
royalsociety-0ea55b59ff31261c8d3cf947f826c600,Issues for discussion at the 2005 Meeting of Experts of the Biological and Toxin Weapons Convention,Publication,2014-03-12,https://royalsociety.org/topics-policy/publications/2005/biological-toxins-convention,,"Education, Science, Employment",eng,"science and technology, education, society, science and technology>research, health",royalsociety-39a8e73d0a2fc1041505e0ee675e638f
10.2796/28465,Responsible life sciences research for global health security: a guidance document,Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70507,,"Public health, Synthetic biology, Management",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease>epidemic, education, science and technology, society",royalsociety-39a8e73d0a2fc1041505e0ee675e638f
royalsociety-0ef82a17d000bbe035fd20b66b544a8f,Issues for discussion at the 2005 Meeting of Experts of the Biological and Toxins Weapons Convention,Publication,2005-06-09,https://royalsociety.org/news-resources/publications/2005/biological-toxins-convention/,,"Biological Weapons Convention, Research, Education",eng,"science and technology, education, society, science and technology>research, health",royalsociety-39a8e73d0a2fc1041505e0ee675e638f
easacbe-e1c47f3ef34eb6676e732078cb508e61,Opportunities for future research and innovation on food and nutrition security and agriculture,Publication,2018-11-09,https://easac.eu/publications/details/opportunities-for-future-research-and-innovation-on-food-and-nutrition-security-and-agriculture/,,"Climate change mitigation, Biobased economy, Climate change",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>consumer goods, health, health>health treatment, lifestyle and leisure>lifestyle>food and drink, lifestyle and leisure, lifestyle and leisure>lifestyle, economy, business and finance>economic sector>consumer goods>food, economy, business and finance>economic sector>agriculture, health>health treatment>diet, lifestyle and leisure>lifestyle>food and drink>organic food",royalsociety-62905743ad4b9592bff782d1f29dee75
easacbe-5c6b1ddeb91f7de1bcd82dc19165d41b,Opportunities for future research and innovation on food and nutrition security and agriculture,Publication,2018-11-09,https://easac.eu/publications/details/opportunities-for-future-research-and-innovation-on-food-and-nutrition-security-and-agriculture,,"Food security, Food, Sustainable Development Goals",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>consumer goods, health, health>health treatment, lifestyle and leisure>lifestyle>food and drink, lifestyle and leisure, lifestyle and leisure>lifestyle, economy, business and finance>economic sector>consumer goods>food, economy, business and finance>economic sector>agriculture, health>health treatment>diet, lifestyle and leisure>lifestyle>food and drink>organic food",royalsociety-62905743ad4b9592bff782d1f29dee75
royalirishacademy-0fdaacb16faec9c888a4c85c614b6717,Opportunities and challenges for research on food and nutrition security and agriculture in Europe,Transcript,2017-12-05,https://www.ria.ie/assets/uploads/2024/06/easac_fnsa_report_complete_web-1.pdf,,"Science, Policy, Climate change mitigation",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>consumer goods, health, health>health treatment, lifestyle and leisure>lifestyle>food and drink, lifestyle and leisure, lifestyle and leisure>lifestyle, economy, business and finance>economic sector>consumer goods>food, economy, business and finance>economic sector>agriculture, health>health treatment>diet, lifestyle and leisure>lifestyle>food and drink>organic food",royalsociety-62905743ad4b9592bff782d1f29dee75
easacbe-ae024dcfd742f6019a67f0c3e310ab53,Opportunities and Challenges for Research on Food and Nutrition Security and Agriculture in Europe,Publication,2017-11-28,https://easac.eu/publications/details/opportunities-and-challenges-for-research-on-food-and-nutrition-security-and-agriculture-in-europe/,,"European Academies' Science Advisory Council, Food system, Malnutrition",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>consumer goods, health, health>health treatment, lifestyle and leisure>lifestyle>food and drink, lifestyle and leisure, lifestyle and leisure>lifestyle, economy, business and finance>economic sector>consumer goods>food, economy, business and finance>economic sector>agriculture, health>health treatment>diet, lifestyle and leisure>lifestyle>food and drink>organic food",royalsociety-62905743ad4b9592bff782d1f29dee75
easacbe-70eceb6609ebf5e32c1e87abd42ae2d9,Opportunities and Challenges for Research on Food and Nutrition Security and Agriculture in Europe,Publication,2017-11-28,https://easac.eu/publications/details/opportunities-and-challenges-for-research-on-food-and-nutrition-security-and-agriculture-in-europe,,"European Academies' Science Advisory Council, Food system, Malnutrition",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>consumer goods, health, health>health treatment, lifestyle and leisure>lifestyle>food and drink, lifestyle and leisure, lifestyle and leisure>lifestyle, economy, business and finance>economic sector>consumer goods>food, economy, business and finance>economic sector>agriculture, health>health treatment>diet, lifestyle and leisure>lifestyle>food and drink>organic food",royalsociety-62905743ad4b9592bff782d1f29dee75
who-057e85c658f95c495dfc1e10207a7bae,Life science research : opportunities and risks for public health : mapping the issues,Publication,2012-06-17,https://apps.who.int/iris/handle/10665/69142,,"Life sciences, Biology, Biodefense",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, health, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology",royalsociety-62905743ad4b9592bff782d1f29dee75
interacademies-a78d72c6eabad416c08c16eb7c3d2ec1,Challenges and Opportunities for Education About Dual Use Issues in the Life Sciences,Publication,False,https://www.interacademies.org/publication/challenges-and-opportunities-education-about-dual-use-issues-life-sciences,,"Recombinant DNA, Education, Formative assessment",eng,"science and technology>natural science, education, science and technology>natural science>biology, education>school, science and technology>natural science>biology>genetics, science and technology, health",royalsociety-62905743ad4b9592bff782d1f29dee75
interacademies-a7a045d0b11d60abe2dcfcd3915b14d7,Assessing the Biosecurity Risks and Potential Benefits of Advances in Science and Technology: Results of a Pilot Exercise using Qualitative Frameworks,Publication,2019-11-20,https://www.interacademies.org/publication/assessing-biosecurity-risks-and-potential-benefits-advances-science-and-technology,,"Risk, Research, Science",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, health",royalsociety-cbcb21a78986a44ba39b21296ee4d6cd
govdeptsaustria-59443ee6b0e02b83a252c609b8e88c1f,Tomorrow ’ s Technology,Publication,2018-03-22,https://www.bmlv.gv.at/pdf_pool/publikationen/buch_dengg_tomorrows_technology_web.pdf,,"Bioterrorism, Technological singularity, Genome editing",eng,"economy, business and finance, economy, business and finance>economic sector, health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, health>diseases and conditions>communicable disease>virus disease, conflicts, war and peace",royalsociety-cbcb21a78986a44ba39b21296ee4d6cd
royalsociety-c692f73704f8e8eaf55ee44308fd7114,Transnational Governance of Synthetic Biology,Publication,2015-07-13,https://royalsociety.org/topics-policy/projects/synthetic-biology/transnational-governance,,"Biotechnology, Governance, Synthetic biology",eng,"science and technology, science and technology>natural science>biology, education, society, politics, education>school, science and technology>natural science",royalsociety-cbcb21a78986a44ba39b21296ee4d6cd
royalsociety-b59c3e63fc98b80d58225fbd93c6eb79,Response to the House of Commons Science and Technology Select Committee,Publication,2014-09-25,https://royalsociety.org/topics-policy/publications/2010/scientific-advice-emergencies,,"Expert, Science, Public policy",eng,"science and technology, health, health>diseases and conditions",royalsociety-cbcb21a78986a44ba39b21296ee4d6cd
royalsociety-b06eb506ec40631e530e9b438d7d6841,Making the UK safer: a five year review,Publication,2014-03-12,https://royalsociety.org/topics-policy/publications/2009/making-uk-safer,,"Counter-terrorism, UK Government Decontamination Service, National security",eng,"health, science and technology, health>diseases and conditions",royalsociety-cbcb21a78986a44ba39b21296ee4d6cd
acmedsci-188935d86d3de96ca8c125660c333cfc,Science as a public enterprise: Royal Society consultation,Publication,2011-08-22,https://acmedsci.ac.uk/file-download/35231-131486771940.pdf,,"Science, Health care, Evidence-based medicine",eng,"science and technology>natural science, science and technology, science and technology>natural science>biology, health, society, science and technology>natural science>biology>genetics",royalsociety-cbcb21a78986a44ba39b21296ee4d6cd
royalsociety-7dfb66eac3f57856a36d2e569f93d157,Response to the House of Commons Science and Technology Select Committee into scientific advice and evidence in emergencies,Publication,2010-09-13,https://royalsociety.org/news-resources/publications/2010/scientific-advice-emergencies/,,"Expert, Science, Public policy",eng,"science and technology, health, health>diseases and conditions",royalsociety-cbcb21a78986a44ba39b21296ee4d6cd
observerresearchfoundation-eb9a533f8467b731ed2120ae0ac1ca99,Global Health Diplomacy: Navigating Politics and Security,Publication,2025-06-06,https://www.orfonline.org/research/global-health-diplomacy-navigating-politics-and-security,,"President's Emergency Plan for AIDS Relief, Pandemic, World Health Organization",eng,"politics>international relations, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health, politics>international relations>diplomacy, politics",10.2796/28465
oieint-f93985e36d4444a86bbb161555eb9267,"Guidelines for Responsible Conduct in Veterinary Research. Identification, Assessment, and Management of Dual Use",Publication,2024-10-01,https://doc.oie.int/dyn/portal/index.xhtml?page=alo&aloId=44371,,"Research, Risk, Rinderpest",fre,"science and technology>natural science, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, health, health>diseases and conditions",10.2796/28465
oieint-9c4b47416ff0f932881d6534a1b9dcde,"Guidelines for responsible conduct in veterinary research. Identifying, assessing and managing dual use. Revised First Edition",Publication,2024-01-01,https://doc.oie.int/dyn/portal/index.xhtml?page=alo&aloId=44227,,"Rinderpest, Risk, Risk assessment",eng,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology",10.2796/28465
oieint-925b2ceb994fc6f8a852f06ae8ddf388,"Guidelines for Responsible Conduct of Veterinary Research. Identification, Assessment, and Management of Dual Use. First Revised Edition",Publication,2024-01-01,https://doc.oie.int/dyn/portal/index.xhtml?page=alo&aloId=44228,,"Creative Commons license, Research, Behavior",spa,"science and technology>natural science, science and technology>natural science>biology, health, science and technology, health>diseases and conditions, science and technology>natural science>biology>genetics",10.2796/28465
sipri-44d8d7d6f3035391226c131c5147a2c0,Biosecurity Risk Assessment in the Life Sciences: Towards a Toolkit for Individual Practitioners,Publication,2023-03-01,https://www.sipri.org/publications/2023/policy-reports/biosecurity-risk-assessment-life-sciences-towards-toolkit-individual-practitioners,,"Biosecurity, Risk, Biosafety",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, health, society, health>diseases and conditions",10.2796/28465
who-72961fcbb7730ad23ded8df4d8f2d0d8,LABORATORY BIOSAFETY MANUAL FOURTH EDITION AND COMPLEMENTARY MONOGRAPHS,Publication,2023-01-17,https://apps.who.int/iris/handle/10665/365600,,"Autoclave, Laboratory, Risk",spa,"lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, health>diseases and conditions, health, science and technology, science and technology>natural science>biology, lifestyle and leisure>lifestyle>food and drink",10.2796/28465
who-69de38ceb3f47eba7e19ee72b243b70f,fourth edition,Publication,2023-01-17,https://apps.who.int/iris/handle/10665/365602,,"Risk, Tobacco smoking, Disease",rus,"health>diseases and conditions>communicable disease, health>health treatment, society, society>values, health>diseases and conditions, health, science and technology, health>health treatment>medicine, health>diseases and conditions>communicable disease>virus disease, society>values>ethics",10.2796/28465
who-80e0675b6945fc749fd8c4fda05ad72f,Laboratory Biological Safety Manual,Publication,2023-01-01,https://apps.who.int/iris/handle/10665/374880,1. Headquarters,"Risk, Autoclave, Infection",fre,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, health, science and technology, health>diseases and conditions, economy, business and finance>economic sector>computing and information technology, science and technology>natural science>biology",10.2796/28465
who-31e76baa72be29909c08daff66206680,WHO benchmarks for strengthening health emergency capacities,Publication,2023-01-01,https://apps.who.int/iris/handle/10665/375815,1. Headquarters,"Health, World Health Organization, Antimicrobial resistance",eng,"health, health>diseases and conditions, education, politics",10.2796/28465
who-3f50d805c7d35d838fcca30b78b1d251,3rd ed,Publication,2022-06-23,https://apps.who.int/iris/handle/10665/357087,,"Biosafety, Biosecurity, Antimicrobial resistance",eng,"health>diseases and conditions, health, science and technology, politics",10.2796/28465
