unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
airegulation-88307ca71e21d0c1bb72b68598f797c2,An Artificial Intelligence Standards Roadmap: Making Australia’s Voice Heard,Publication,2020-05-05,https://www.standards.org.au/getmedia/ede81912-55a2-4d8e-849f-9844993c3b9d/1515-An-Artificial-Intelligence-Standards-Roadmap12-02-2020.pdf.aspx,,"Artificial intelligence, International Organization for Standardization, ISO/IEC JTC 1",eng,"economy, business and finance>economic sector, economy, business and finance, science and technology, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>computing and information technology>software",10.2759/523404
accenture-48a8a44cd0af54cc69c8c0fd979372e1,Autonomous Operations in Mining,Publication,2020-03-17,https://www.accenture.com/gb-en/insights/natural-resources/autonomous-operations-mining,,"Automation, Mining, Autonomy",eng,"economy, business and finance, science and technology, economy, business and finance>economy, science and technology>social sciences, science and technology>social sciences>economics",10.2759/523404
apo-848f64fdbfb43e0377006da33d912dda,Human rights and technology: discussion paper,Working paper,2019-12-17,https://apo.org.au/node/271981,,"Applied ethics, Human activities, Ethics",eng,"crime, law and justice, economy, business and finance, economy, business and finance>economic sector, science and technology, society, economy, business and finance>economic sector>computing and information technology, crime, law and justice>law, politics>government, politics, education, health",10.2759/523404
alrcau-e28e29c7b63c2fd7e6130614d16144bb,The Future of Law Reform: A Suggested Program of Work 2020-25,Publication,2019-12-02,https://www.alrc.gov.au/publication/the-future-of-law-reform-2020-25/,,"Social enterprise, Automated decision-making, Law",eng,"crime, law and justice, crime, law and justice>judiciary, crime, law and justice>law>civil law, economy, business and finance, politics, crime, law and justice>law, crime, law and justice>judiciary>court, economy, business and finance>economy, science and technology, crime, law and justice>law>civil law>regulation, politics>government",10.2759/523404
apo-df3378de697378fe8a91f12f74e7f4d6,"The Australian Academy of the Humanities submission to the Senate Legal and Constitutional Affairs Reference Committee Inquiry into Nationhood, National Identity and Democracy",Publication,2019-10-01,https://apo.org.au/node/261401,,"Australia, Indigenous Australians, Digital divide",eng,"arts, culture and entertainment, education, science and technology, arts, culture and entertainment>culture, society, science and technology>social sciences, politics, education>school>higher education, education>school",10.2759/523404
apo-c47451221aaf02b757c305ca34b6cfa5,The age of Artificial Intelligence in Aotearoa,Publication,2019-08-07,https://apo.org.au/node/252131,,"Artificial intelligence, Automation, Computer",eng,"economy, business and finance, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology>software, science and technology, health",10.2759/523404
apo-99880283d7faf0379662959f8031328d,The effective and ethical development of Artificial Intelligence: an opportunity to improve our wellbeing,Publication,2019-07-29,https://apo.org.au/node/250306,,"Artificial intelligence, Automation, Robotics",eng,"economy, business and finance, economy, business and finance>economic sector>computing and information technology, science and technology, health, society, education, environment, economy, business and finance>economic sector, science and technology>social sciences, society>values",10.2759/523404
unitednations-0f2085b24b76732d2a04f25f0f2a66af,Governing prometheans in the anthropocene :three proposals to reform international environmental law /,Publication,2022-05-01,https://digitallibrary.un.org/record/4070942?ln=en,"EARTH SCIENCES, ENVIRONMENTAL LAW, ENVIRONMENTAL PROTECTION, INTERNATIONAL LAW","Human migration, Environmental, social, and governance, Economic inequality",eng,"economy, business and finance, economy, business and finance>economy>macro economics, politics>international relations, economy, business and finance>economy, politics, politics>government, economy, business and finance>economy>macro economics>recession, conflicts, war and peace, science and technology",unitednations-322464fe5320475f4d41dd50f867d7bd
unitednations-a2dc16657d0dec0a1e398614c4333b25,Beyond opportunism :the UN development system's response to the triple planetary crisis /,Publication,2021-01-01,https://digitallibrary.un.org/record/4065983?ln=en,"BIODEGRADATION, CLIMATE CHANGE, CRISIS MANAGEMENT, MULTILATERALISM, POLLUTION","Biodiversity, Green recovery, Biodiversity loss",eng,"economy, business and finance, environment, economy, business and finance>economy, environment>natural resources, science and technology, politics, environment>natural resources>water",unitednations-322464fe5320475f4d41dd50f867d7bd
unitednations-c5a36f32248b71b7c5a7406187ca537a,The United States' current and future relationship with the United Nations /,Publication,2020-01-01,https://digitallibrary.un.org/record/4076467?ln=en,"COORDINATION WITHIN UN SYSTEM, HOST COUNTRY RELATIONS, MULTILATERALISM, PARTNERSHIP, UNITED STATES","Politics, Government, International relations",eng,"politics>international relations, politics, politics>international relations>diplomacy, politics>government",unitednations-322464fe5320475f4d41dd50f867d7bd
euparl_library-43772e9145b339da7bc16217587db8cc,"Counterterrorism policies, measures and tools in the EU",Publication,2022-03-25,https://www.europarl.europa.eu/thinktank/en/document/IPOL_STU(2022)730581,,"Eurojust, Counterterrorism, European Union",eng,"crime, law and justice, crime, law and justice>judiciary, crime, law and justice>law, crime, law and justice>crime, crime, law and justice>judiciary>court, politics>government, politics",10.2861/131976
euparl_library-fea3c67f99a93e6757ef6b1b3e7e2ea4,"EU preparedness and responses to Chemical, Biological, Radiological and Nuclear (CBRN) threats",Publication,2021-07-14,https://www.europarl.europa.eu/thinktank/en/document/EXPO_STU(2021)653645,,"Biological Weapons Convention, Treaty on the Non-Proliferation of Nuclear Weapons, Weapon of mass destruction",eng,"disaster, accident and emergency incident, disaster, accident and emergency incident>accident and emergency incident, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident, politics>government policy, politics>government, politics>government>defence>military equipment, politics>government policy>nuclear policy, politics>government>defence>military equipment>military weaponry, conflicts, war and peace, politics>government>defence, politics, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident>nuclear accident and incident",10.2861/131976
apo-7d187fcf99c04b88f98d209d21f901e7,2021 National research infrastructure roadmap,Publication,2022-04-07,https://apo.org.au/node/317299,,"Technology roadmap, Economic growth, Sustainability",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology, environment, economy, business and finance>economy, economy, business and finance>economic sector>computing and information technology, science and technology>natural science>biology>genetics",10.2903/sp.efsa.2020.en-1664
acola-ca961c6b7f2fe2d7164859b012d5ac33,The future of agricultural technologies,Publication,2020-09-20,https://acola.org/hs6-future-agricultural-technologies/,,"Agriculture, Genetically modified food, Machine learning",eng,"economy, business and finance>economic sector>agriculture, economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, science and technology>natural science>biology, lifestyle and leisure>lifestyle>food and drink, science and technology>natural science>biology>genetics, science and technology",10.2903/sp.efsa.2020.en-1664
auschiefscientist-dd7eba1f73f7ec0665cd0e984562fcf2,Occasional paper: Synthetic Biology,Publication,2020-08-05,https://www.chiefscientist.gov.au/news-and-media/occasional-paper-synthetic-biology,,"Synthetic biology, Life sciences, Biology",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>chemicals, science and technology",10.2903/sp.efsa.2020.en-1664
policyexchange-192b954b4c264a63d8eeced3a547c107,Great Restorations,Publication,2022-01-13,https://policyexchange.org.uk/publication/great-restorations/,,"Climate change, Carbon neutrality, Politics",eng,"economy, business and finance, environment, science and technology, politics, economy, business and finance>economy, environment>environmental politics",policyexchange-7603032a113e0f254e4a5070c6de68c8
policyexchange-05b82c42e223c0a67f444c08df4e40be,Nature and the City,Publication,2021-12-22,https://policyexchange.org.uk/publication/nature-and-the-city/,,"Infrastructure, Air pollution, Green infrastructure",eng,"environment>nature, environment, environment>environmental pollution, science and technology",policyexchange-7603032a113e0f254e4a5070c6de68c8
policyexchange-6685ee636a9e7ef957152c1a06ddfc81,Beyond the Energy Crisis,Publication,2021-12-14,https://policyexchange.org.uk/publication/beyond-the-energy-crisis/,,"Physical quantities, Economy, Energy",eng,"economy, business and finance, economy, business and finance>economic sector, environment>natural resources, economy, business and finance>economic sector>energy and resource, economy, business and finance>economy, environment, science and technology, environment>natural resources>renewable energy, economy, business and finance>economic sector>energy and resource>nuclear power",policyexchange-7603032a113e0f254e4a5070c6de68c8
policyexchange-393db71b4a96cac4d428cef52e842be9,Crossed Wires,Publication,2021-07-08,https://policyexchange.org.uk/publication/crossed-wires/,,"Electricity, Energy, Electric power",eng,"economy, business and finance, economy, business and finance>economic sector, environment>natural resources, economy, business and finance>economic sector>energy and resource, environment, science and technology, economy, business and finance>economic sector>transport, environment>natural resources>renewable energy, economy, business and finance>economy, environment>climate change",policyexchange-7603032a113e0f254e4a5070c6de68c8
