core_doi,title,publication_date,type,primary_topic.display_name,primary_topic.subfield.display_name,primary_topic.domain.display_name,topics.display_name,topics.field.display_name,topics.domain.display_name,keywords.display_name,concepts.display_name,mesh.descriptor_name,mesh.qualifier_name,first_order_doi
10.1128/jvi.75.3.1205-1210.2001,Cyberbiosecurity: Advancements in DNA-based information security,2024-06-21,review,Advanced biosensing and bioanalysis techniques,Molecular Biology,Life Sciences,Advanced biosensing and bioanalysis techniques; DNA and Biological Computing; CRISPR and Genetic Engineering,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Biosecurity; Hacker; Information sensitivity,Biosecurity; Information security; Computer security; Computer science; Hacker; Information sensitivity; Biology; Ecology,,,10.1016/j.bsheal.2024.06.002
10.1128/jvi.75.3.1205-1210.2001,Biosecurity concerns: Changing the face of academic research,2005-03-09,article,Bacillus and Francisella bacterial research,Molecular Biology,Life Sciences,Bacillus and Francisella bacterial research; Animal Disease Management and Epidemiology; Viral Infections and Outbreaks Research,"Biochemistry, Genetics and Molecular Biology; Agricultural and Biological Sciences; Medicine",Life Sciences; Life Sciences; Health Sciences,Biosecurity; Biodefense; Biosafety; Safeguarding; Biological Warfare,Biosecurity; Biodefense; Biosafety; Government (linguistics); Safeguarding; Public relations; Business; Biological warfare; Political science; Medicine; Law; Pathology; Philosophy; Linguistics; Nursing,,,10.1016/j.chs.2004.10.004
10.1128/jvi.75.3.1205-1210.2001,Emerging viral infections,2004-09-01,review,Viral Infections and Vectors,Infectious Diseases,Health Sciences,Viral Infections and Vectors; Viral Infections and Outbreaks Research; Zoonotic diseases and public health,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Monkeypox; Emerging infectious disease; Air travel,Monkeypox; Virology; Emerging infectious disease; Coronavirus disease 2019 (COVID-19); Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2); Air travel; Biology; Immunology; Infectious disease (medical specialty); Medicine; Disease; Outbreak; Biochemistry; Pathology; Aviation; Aerospace engineering; Gene; Engineering; Vaccinia; Recombinant DNA,"Communicable Diseases, Emerging; Virus Diseases; Humans",epidemiology; epidemiology; None,10.1016/j.cll.2004.05.002
10.1128/jvi.75.3.1205-1210.2001,Bioregulators as Prototypic Nontraditional Threat Agents,2006-06-01,review,Immune Cell Function and Interaction,Immunology,Life Sciences,Immune Cell Function and Interaction; Immune Response and Inflammation; Immunotherapy and Immune Responses,Immunology and Microbiology; Immunology and Microbiology; Immunology and Microbiology,Life Sciences; Life Sciences; Life Sciences,Immunosuppression; Adoptive Cell Transfer; Sendai virus; CTL*; Splenocyte,Immunology; Immunosuppression; Adoptive cell transfer; Sendai virus; CD8; Virus; Medicine; Transplantation; Inflammation; CTL*; Splenocyte; Immunity; Bone marrow; Immune system; Biology; T cell; Internal medicine,Biological Factors; Bioterrorism; Biological Factors; Biological Factors; Humans,poisoning; None; None; toxicity; None,10.1016/j.cll.2006.03.007
10.1128/jvi.75.3.1205-1210.2001,Biodefense research: an emerging conundrum,2005-05-15,review,Bacillus and Francisella bacterial research,Molecular Biology,Life Sciences,Bacillus and Francisella bacterial research; Viral Infections and Outbreaks Research; Zoonotic diseases and public health,"Biochemistry, Genetics and Molecular Biology; Medicine; Medicine",Life Sciences; Health Sciences; Health Sciences,Biodefense; Biological Warfare; Basic Research,Biodefense; Biological warfare; Basic research; Engineering ethics; Political science; Risk analysis (engineering); Medicine; Computer science; Engineering; Law; Library science; Pathology,"Biological Warfare; Bioterrorism; Biological Warfare; Biomedical Research; Biomedical Research; Bioterrorism; Codes of Ethics; Disaster Planning; Financing, Government; Humans; National Institutes of Health (U.S.); Public Health; United States",None; None; ethics; ethics; None; ethics; None; None; None; None; None; None; None,10.1016/j.copbio.2005.04.009
10.1128/jvi.75.3.1205-1210.2001,IL-4 and IL-13 receptors: Roles in immunity and powerful vaccine adjuvants,2014-07-23,review,"IL-33, ST2, and ILC Pathways",Immunology,Life Sciences,"IL-33, ST2, and ILC Pathways; Immune Cell Function and Interaction; Eosinophilic Esophagitis",Immunology and Microbiology; Immunology and Microbiology; Medicine,Life Sciences; Life Sciences; Health Sciences,Vaccine adjuvant,Receptor; Immunity; Vaccine adjuvant; Immunology; Biology; Medicine; Virology; Immune system; Genetics,"CD8-Positive T-Lymphocytes; Interleukin-13; Interleukin-13 Receptor alpha2 Subunit; Interleukin-4; Receptors, Interleukin-4; AIDS Vaccines; AIDS Vaccines; Acquired Immunodeficiency Syndrome; Acquired Immunodeficiency Syndrome; Acquired Immunodeficiency Syndrome; Adjuvants, Immunologic; Adjuvants, Immunologic; CD8-Positive T-Lymphocytes; Humans; Hypersensitivity; Hypersensitivity; Interleukin-13; Interleukin-13; Interleukin-13 Receptor alpha2 Subunit; Interleukin-4; Interleukin-4; Neoplasms; Neoplasms; Receptors, Interleukin-4; Th1 Cells; Th1 Cells; Th2 Cells; Th2 Cells",immunology; immunology; immunology; immunology; immunology; immunology; None; prevention & control; immunology; None; therapeutic use; None; None; None; immunology; None; antagonists & inhibitors; None; None; antagonists & inhibitors; None; None; immunology; None; None; immunology; immunology; None,10.1016/j.cytogfr.2014.07.010
10.1128/jvi.75.3.1205-1210.2001,Smallpox: the basics,2004-07-01,review,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Viral gastroenteritis research and epidemiology,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Variola virus; Smallpox virus; Smallpox vaccine; Monkeypox,Smallpox; Variola virus; Smallpox virus; Virology; Medicine; Smallpox vaccine; Monkeypox; Vaccination; Vaccinia; Biology; Biochemistry; Gene; Recombinant DNA,Bioterrorism; Smallpox; Smallpox Vaccine; Vaccination; Variola virus; Biological Warfare; Biological Warfare; Female; Global Health; Humans; Immunization Programs; Incidence; Male; Risk Assessment; Smallpox; Smallpox; Smallpox; Smallpox Vaccine; Survival Rate; United States; Vaccination; Vaccination; Variola virus,None; prevention & control; administration & dosage; standards; isolation & purification; prevention & control; None; None; None; None; None; None; None; None; diagnosis; None; epidemiology; None; None; None; trends; None; None,10.1016/j.det.2004.03.002
10.1128/jvi.75.3.1205-1210.2001,Synthetic constructs in/for the environment: Managing the interplay between natural and engineered Biology,2012-02-23,review,Gene Regulatory Network Analysis,Molecular Biology,Life Sciences,Gene Regulatory Network Analysis; RNA and protein synthesis mechanisms; Bacterial Genetics and Biotechnology,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Synthetic Biology; Limiting; Genetically engineered,Synthetic biology; Limiting; Biochemical engineering; Biology; Genetically engineered; Computational biology; DNA; Natural (archaeology); Rewriting; Biotechnology; Gene; Computer science; Genetics; Engineering; Paleontology; Mechanical engineering; Programming language,Environment; Synthetic Biology; Bacteria; Bacteria; Bacteria; Bacteria; Biopolymers; Biopolymers; Biopolymers; Cell Death; Genetic Engineering; Synthetic Biology,None; methods; cytology; genetics; metabolism; None; biosynthesis; chemistry; None; None; None; None,10.1016/j.febslet.2012.02.022
10.1128/jvi.75.3.1205-1210.2001,Smallpox: a disease and a weapon,2004-10-01,article,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Viral Infections and Outbreaks Research,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Variola virus,Smallpox; Disease; Virology; Variola virus; Ancient history; History; Geography; Medicine; Biology; Vaccination; Vaccinia; Pathology; Biochemistry; Gene; Recombinant DNA,"Biological Warfare; Smallpox; Biological Warfare; Bioterrorism; Disease Outbreaks; Disease Outbreaks; Genetic Engineering; History, 18th Century; History, 20th Century; History, Ancient; History, Medieval; Humans; Smallpox; Smallpox; USSR",history; history; None; None; prevention & control; None; None; None; None; None; None; None; epidemiology; None; None,10.1016/j.ijid.2004.09.004
10.1128/jvi.75.3.1205-1210.2001,Cytokine Milieu of Atopic Dermatitis Skin Subverts the Innate Immune Response to Vaccinia Virus,2006-03-01,article,Dermatology and Skin Diseases,Dermatology,Health Sciences,Dermatology and Skin Diseases; Transgenic Plants and Applications; Herpesvirus Infections and Treatments,"Medicine; Biochemistry, Genetics and Molecular Biology; Medicine",Health Sciences; Life Sciences; Health Sciences,Cathelicidin,Cathelicidin; Vaccinia; Innate immune system; Biology; Viral replication; Immunology; Atopic dermatitis; Immune system; Virus; Virology; Cytokine; Psoriasis; Antimicrobial peptides; Microbiology; Antimicrobial; Biochemistry; Gene; Recombinant DNA,"Antimicrobial Cationic Peptides; Dermatitis, Atopic; Interleukin-13; Interleukin-4; Skin; Vaccinia virus; Virus Replication; Adult; Animals; Antimicrobial Cationic Peptides; Cells, Cultured; Dermatitis, Atopic; Humans; Immunity, Innate; Interleukin-13; Interleukin-4; Mice; Mice, Inbred BALB C; Middle Aged; STAT6 Transcription Factor; STAT6 Transcription Factor; Skin; Skin; Smallpox Vaccine; Smallpox Vaccine; Toll-Like Receptor 3; Toll-Like Receptor 3; Vaccinia virus; Vaccinia virus",biosynthesis; immunology; physiology; physiology; virology; immunology; None; None; None; None; None; None; None; None; None; None; None; None; None; None; physiology; None; immunology; None; immunology; None; physiology; None; physiology,10.1016/j.immuni.2006.02.006
10.1128/jvi.75.3.1205-1210.2001,"Cytokines, Skin, and Smallpox–A New Link to an Antimicrobial Peptide",2006-03-01,letter,Dermatology and Skin Diseases,Dermatology,Health Sciences,Dermatology and Skin Diseases; Antimicrobial Peptides and Activities; Transgenic Plants and Applications,"Medicine; Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences; Life Sciences,,Smallpox; Antimicrobial; Biology; Peptide; Antimicrobial peptides; Virology; Immunology; Microbiology; Vaccination; Biochemistry,"Antimicrobial Cationic Peptides; Cytokines; Dermatitis, Atopic; Skin; Smallpox Vaccine; Vaccinia virus; Antimicrobial Cationic Peptides; Cytokines; Dermatitis, Atopic; Humans; Immunity, Innate; NF-kappa B; NF-kappa B; Skin; Skin; Smallpox Vaccine; Vaccinia virus; Vaccinia virus; Virus Replication",biosynthesis; physiology; immunology; immunology; immunology; immunology; None; None; None; None; None; physiology; None; virology; None; None; physiology; None; None,10.1016/j.immuni.2006.03.003
10.1128/jvi.75.3.1205-1210.2001,The ‘supervirus’? Lessons from IL-4-expressing poxviruses,2005-04-15,review,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Poxviridae; Evasion (ethics),Biology; Immune system; Immunity; Virus; Virology; Poxviridae; Immunology; Pathogen; Host (biology); Genome; Evasion (ethics); Gene; Recombinant DNA; Genetics; Vaccinia,"Interleukin-4; Interleukin-4; Poxviridae; Poxviridae Infections; Poxviridae Infections; Animals; Bioterrorism; Humans; Interleukin-4; Interleukin-4; Poxviridae; Poxviridae; Poxviridae; Poxviridae Infections; T-Lymphocytes, Helper-Inducer; T-Lymphocytes, Helper-Inducer; Virulence",immunology; biosynthesis; physiology; immunology; virology; None; None; None; None; genetics; immunology; None; pathogenicity; None; None; immunology; None,10.1016/j.it.2005.04.001
10.1128/jvi.75.3.1205-1210.2001,The signal transducer and activator of transcription 6 gene (STAT6) increases the propensity of patients with atopic dermatitis toward disseminated viral skin infections,2011-07-23,article,Dermatology and Skin Diseases,Dermatology,Health Sciences,Dermatology and Skin Diseases; Transgenic Plants and Applications; Food Allergy and Anaphylaxis Research,"Medicine; Biochemistry, Genetics and Molecular Biology; Medicine",Health Sciences; Life Sciences; Health Sciences,Skin biopsy; STAT6,Atopic dermatitis; Skin biopsy; STAT6; STAT protein; Immunology; Biology; Single-nucleotide polymorphism; Medicine; Pathology; Biopsy; Cytokine; Gene; STAT3; Genotype; Interleukin 4; Biochemistry,"Dermatitis, Atopic; Dermatitis, Atopic; Kaposi Varicelliform Eruption; Kaposi Varicelliform Eruption; STAT6 Transcription Factor; Skin Diseases, Viral; Adult; Animals; Dermatitis, Atopic; Dermatitis, Atopic; Fluorescent Antibody Technique; Genetic Predisposition to Disease; Genetic Predisposition to Disease; Humans; Kaposi Varicelliform Eruption; Kaposi Varicelliform Eruption; Mice; Mice, Transgenic; Polymorphism, Single Nucleotide; STAT6 Transcription Factor; Skin Diseases, Viral; Skin Diseases, Viral; Smallpox Vaccine; Smallpox Vaccine; Vaccinia; Vaccinia; Vaccinia; Vaccinia virus",genetics; complications; complications; genetics; genetics; complications; None; None; virology; None; None; genetics; None; None; None; virology; None; None; None; None; None; genetics; None; adverse effects; None; complications; genetics; None,10.1016/j.jaci.2011.06.003
10.1128/jvi.75.3.1205-1210.2001,Correlation of Immunomodulatory Cytokine Expression with Histopathological Changes and Viral Antigen in a Hamster Model of Equine Herpesvirus-9 Encephalitis,2020-09-15,article,Herpesvirus Infections and Treatments,Epidemiology,Health Sciences,Herpesvirus Infections and Treatments; Cytomegalovirus and herpesvirus research; Immune Cell Function and Interaction,Medicine; Medicine; Immunology and Microbiology,Health Sciences; Health Sciences; Life Sciences,Proinflammatory cytokine; Viral encephalitis,Proinflammatory cytokine; Antigen; Encephalitis; Downregulation and upregulation; Hamster; Virology; Cytokine; Immunohistochemistry; Viral encephalitis; Biology; Immunology; Virus; Tumor necrosis factor alpha; Reverse transcription polymerase chain reaction; Messenger RNA; Inflammation; Molecular biology; Gene; Biochemistry,"Cytokines; Encephalitis; Varicellovirus; Animals; Antigens, Viral; Brain; Brain; Cricetinae; Cytokines; Disease Models, Animal; Encephalitis; Encephalitis; Horse Diseases; Horse Diseases; Horses",immunology; None; None; None; None; virology; None; None; None; None; immunology; veterinary; virology; None; None,10.1016/j.jcpa.2020.07.007
10.1128/jvi.75.3.1205-1210.2001,Regulating dual-use research: Lessons from Israel and the United States,2019-07-10,article,Bacillus and Francisella bacterial research,Molecular Biology,Life Sciences,Bacillus and Francisella bacterial research; Influenza Virus Research Studies,"Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Health Sciences,Strengths and weaknesses,Government (linguistics); Political science; Dual (grammatical number); Strengths and weaknesses; Set (abstract data type); Public relations; Public policy; Public administration; Law and economics; Law; Economics; Computer science; Psychology; Art; Social psychology; Philosophy; Linguistics; Literature; Programming language,,,10.1016/j.jobb.2019.06.001
10.1128/jvi.75.3.1205-1210.2001,Biological control of vertebrate pests using virally vectored immunocontraception,2006-07-26,review,Herpesvirus Infections and Treatments,Epidemiology,Health Sciences,Herpesvirus Infections and Treatments; interferon and immune responses; Aquaculture disease management and microbiota,Medicine; Immunology and Microbiology; Immunology and Microbiology,Health Sciences; Life Sciences; Life Sciences,Porcine parvovirus; Pseudorabies,Biology; Virology; Virus; Porcine parvovirus; Mating; Vertebrate; Pseudorabies; Immunology; Zoology; Genetics; Gene,"Contraception, Immunologic; Genetic Vectors; Pest Control, Biological; Viral Vaccines; Animals; Contraception, Immunologic; Foxes; Mice; Pest Control, Biological; Rabbits; Species Specificity; Viral Vaccines",methods; None; methods; genetics; None; None; None; None; None; None; None; None,10.1016/j.jri.2006.04.006
10.1128/jvi.75.3.1205-1210.2001,Dual-probe real-time PCR assay for detection of variola or other orthopoxviruses with dried reagents,2008-09-11,article,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Variola virus; Orthopoxvirus; Poxviridae; Smallpox virus; Cowpox; Monkeypox,Variola virus; Virology; Biology; Orthopoxvirus; Poxviridae; Vaccinia; Nucleic acid; Smallpox virus; Real-time polymerase chain reaction; Cowpox; Virus; Smallpox; Polymerase chain reaction; Molecular biology; Monkeypox; Gene; Vaccination; Biochemistry; Recombinant DNA,DNA Probes; Freeze Drying; Indicators and Reagents; Orthopoxvirus; Polymerase Chain Reaction; Variola virus; Fluoresceins; Fluorescent Dyes; Humans; Orthopoxvirus; Orthopoxvirus; Orthopoxvirus; Polymerase Chain Reaction; Rhodamines; Sensitivity and Specificity; Variola virus; Variola virus; Variola virus,None; None; None; isolation & purification; methods; isolation & purification; None; None; None; genetics; classification; None; None; None; None; classification; genetics; None,10.1016/j.jviromet.2008.07.018
10.1128/jvi.75.3.1205-1210.2001,Dual use beyond the life sciences: An LIS perspective,2015-07-01,article,Research Data Management Practices,Information Systems,Physical Sciences,Research Data Management Practices; Scientific Computing and Data Management; Open Source Software Innovations,Computer Science; Decision Sciences; Computer Science,Physical Sciences; Social Sciences; Physical Sciences,Dual purpose; Dual role; Survey research,Dual (grammatical number); Perspective (graphical); Dual purpose; Sociology; Dual role; Survey research; Engineering ethics; Social science; Computer science; Engineering; Artificial intelligence; Mechanical engineering; Art; Chemistry; Literature; Socioeconomics; Combinatorial chemistry,,,10.1016/j.lisr.2015.04.008
10.1128/jvi.75.3.1205-1210.2001,Gain-of-function and origin of Covid19,2023-03-01,article,SARS-CoV-2 and COVID-19 Research,Infectious Diseases,Health Sciences,SARS-CoV-2 and COVID-19 Research; Viral gastroenteritis research and epidemiology; Animal Virus Infections Studies,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Natural reservoir; Pandemic; Coronavirus,Biology; Natural reservoir; Virulence; Outbreak; Virology; Virus; Pandemic; Influenza A virus subtype H5N1; Zoology; Transmission (telecommunications); Coronavirus; Genetics; Gene; Coronavirus disease 2019 (COVID-19); Medicine; Disease; Pathology; Infectious disease (medical specialty); Electrical engineering; Engineering,"COVID-19; Influenza A Virus, H7N9 Subtype; Animals; Furin; Gain of Function Mutation; Humans; Phylogeny; RNA, Viral; SARS-CoV-2",None; None; None; None; None; None; None; None; None,10.1016/j.lpm.2023.104167
10.1128/jvi.75.3.1205-1210.2001,Actualités sur la vaccination antivariolique,2004-01-01,review,Bacillus and Francisella bacterial research,Molecular Biology,Life Sciences,Bacillus and Francisella bacterial research; Hepatitis B Virus Studies; Poxvirus research and outbreaks,"Biochemistry, Genetics and Molecular Biology; Medicine; Immunology and Microbiology",Life Sciences; Health Sciences; Life Sciences,Scarification; SAFER; Smallpox vaccine,Virology; Scarification; Vaccination; Biology; Smallpox; SAFER; Smallpox vaccine; Population; Medicine; Vaccinia; Environmental health; Genetics; Botany; Germination; Dormancy; Gene; Recombinant DNA; Computer security; Computer science,Smallpox; Smallpox Vaccine; Animals; France; Humans; Smallpox; Smallpox; Vaccination; Vaccination,immunology; None; None; None; None; None; prevention & control; None; methods,10.1016/j.medmal.2003.09.007
10.1128/jvi.75.3.1205-1210.2001,La variole et le bioterrorisme,2004-01-01,review,Bacillus and Francisella bacterial research,Molecular Biology,Life Sciences,"Bacillus and Francisella bacterial research; Zoonotic diseases and public health; Yersinia bacterium, plague, ectoparasites research","Biochemistry, Genetics and Molecular Biology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,,Philosophy,Bioterrorism; Smallpox; Humans; Smallpox; Smallpox,None; epidemiology; None; None; prevention & control,10.1016/j.medmal.2003.09.009
10.1128/jvi.75.3.1205-1210.2001,The hidden face of academic researches on classified highly pathogenic microorganisms,2014-11-07,article,Bacillus and Francisella bacterial research,Molecular Biology,Life Sciences,"Bacillus and Francisella bacterial research; Zoonotic diseases and public health; Yersinia bacterium, plague, ectoparasites research","Biochemistry, Genetics and Molecular Biology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Biosafety; Biosecurity; Decree; Biological Warfare; Suspect; Laboratory Safety,Biosafety; Biosecurity; Government (linguistics); Political science; Decree; Sanctions; Biological warfare; Suspect; Laboratory safety; Business; Law; Public relations; Medicine; Biotechnology; Biology; Linguistics; Philosophy; Pathology; Nuclear medicine,Biomedical Research; Containment of Biohazards; Laboratory Infection; Animals; Biomedical Research; Biomedical Research; Biomedical Research; France; Humans; Laboratories; Laboratories; Laboratory Infection; Laboratory Infection; Medical Laboratory Personnel; Medical Laboratory Personnel; United States,None; None; prevention & control; None; organization & administration; legislation & jurisprudence; trends; None; None; legislation & jurisprudence; None; economics; None; education; None; None,10.1016/j.meegid.2014.10.028
10.1128/jvi.75.3.1205-1210.2001,Expression of interferon gamma by a highly virulent strain of Newcastle disease virus decreases its pathogenicity in chickens,2013-05-24,article,Virology and Viral Diseases,Epidemiology,Health Sciences,Virology and Viral Diseases; Animal Virus Infections Studies; Animal Disease Management and Epidemiology,Medicine; Agricultural and Biological Sciences; Agricultural and Biological Sciences,Health Sciences; Life Sciences; Life Sciences,Newcastle Disease; Pathogenesis; Viral Shedding,Virulence; Biology; Newcastle disease; Virus; Virology; Interferon; Pathogenesis; Cytokine; Interferon gamma; Viral shedding; Microbiology; Immunology; Gene; Biochemistry,Chickens; Interferon-gamma; Newcastle Disease; Newcastle disease virus; Animals; Cell Line; Chickens; Chickens; Fibroblasts; Fibroblasts; Interferon-gamma; Interferon-gamma; Interferon-gamma; Macrophages; Macrophages; Newcastle Disease; Newcastle Disease; Newcastle Disease; Newcastle Disease; Newcastle disease virus; Newcastle disease virus; Virulence; Virus Replication,virology; metabolism; immunology; pathogenicity; None; None; immunology; None; virology; None; genetics; immunology; None; virology; None; mortality; pathology; virology; None; None; immunology; None; None,10.1016/j.micpath.2013.05.009
10.1128/jvi.75.3.1205-1210.2001,Evaluation of chickens infected with a recombinant virulent NDV clone expressing chicken IL4,2021-07-31,article,Virology and Viral Diseases,Epidemiology,Health Sciences,Virology and Viral Diseases; Animal Disease Management and Epidemiology; Virus-based gene therapy research,"Medicine; Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Health Sciences; Life Sciences; Life Sciences,Newcastle Disease; Pathogenesis; clone (Java method); Mononegavirales,Biology; Newcastle disease; Virology; Virus; Pathogenesis; clone (Java method); Viral replication; Mononegavirales; Immunology; Paramyxoviridae; Viral disease; Gene; Biochemistry,,,10.1016/j.micpath.2021.105116
10.1128/jvi.75.3.1205-1210.2001,"Biosecurity, bioterrorism and the governance of science: The increasing convergence of science and security policy",2007-11-19,article,Biotechnology and Related Fields,"Public Health, Environmental and Occupational Health",Health Sciences,"Biotechnology and Related Fields; Science, Research, and Medicine; Biomedical and Engineering Education",Medicine; Medicine; Engineering,Health Sciences; Health Sciences; Physical Sciences,Biosecurity; Biological Warfare; Technological convergence; Policy Transfer; Science Policy; Security Policy; Unintended consequences; Research Policy; Technology policy,Biosecurity; Biological warfare; Corporate governance; Technological convergence; Policy transfer; Science policy; Security policy; Convergence (economics); Unintended consequences; Political science; Dual (grammatical number); Terrorism; Research policy; Technology policy; Public relations; Business; Public administration; Sociology; Economics; Social science; Computer science; Computer security; Economic growth; Management; Law; Ecology; Biology; Art; Literature; Operating system,,,10.1016/j.respol.2007.10.003
10.1128/jvi.75.3.1205-1210.2001,A quantitative risk assessment method for synthetic biology products in the environment,2019-08-14,article,CRISPR and Genetic Engineering,Molecular Biology,Life Sciences,CRISPR and Genetic Engineering; Gene Regulatory Network Analysis; Viral Infectious Diseases and Gene Expression in Insects,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Environmental Risk Assessment,Risk assessment; Risk analysis (engineering); Environmental risk assessment; Hazard; Computer science; Biochemical engineering; Management science; Business; Engineering; Biology; Ecology; Computer security,Environment; Synthetic Biology; Risk Assessment; Uncertainty,None; None; None; None,10.1016/j.scitotenv.2019.133940
10.1128/jvi.75.3.1205-1210.2001,Design and development of oral drugs for the prophylaxis and treatment of smallpox infection,2004-07-06,article,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Viral gastroenteritis research and epidemiology,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Variola virus; Smallpox vaccine; Immunosuppression; Smallpox virus,Smallpox; Variola virus; Medicine; Smallpox vaccine; Vaccination; Virology; Immunosuppression; Immunology; Population; Disease; Smallpox virus; Immunity; Outbreak; Intensive care medicine; Vaccinia; Environmental health; Immune system; Biology; Internal medicine; Biochemistry; Gene; Recombinant DNA,Immunosuppression Therapy; Pharmaceutical Preparations; Smallpox; Smallpox Vaccine; Variola virus; Acquired Immunodeficiency Syndrome; Acquired Immunodeficiency Syndrome; Female; Humans; Male; Skin Diseases; Skin Diseases; Smallpox; Smallpox; Smallpox Vaccine; Smallpox Vaccine; Variola virus,None; None; drug therapy; pharmacology; immunology; None; drug therapy; None; None; None; None; drug therapy; None; immunology; administration & dosage; None; None,10.1016/j.tibtech.2004.06.008
10.1128/jvi.75.3.1205-1210.2001,Recombinant viruses obtained from co-infection in vitro with a live vaccinia-vectored influenza vaccine and a naturally occurring cowpox virus display different plaque phenotypes and loss of the transgene,2004-08-05,article,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Cowpox virus; Cowpox; Poxviridae; Orthopoxvirus,Cowpox virus; Biology; Virology; Vaccinia; Cowpox; Poxviridae; Orthopoxvirus; Virus; Context (archaeology); Transgene; Influenza A virus; Orthomyxoviridae; Genetically modified organism; Microbiology; Gene; Recombinant DNA; Genetics; Paleontology,"Cowpox virus; Influenza Vaccines; Reassortant Viruses; Vaccinia virus; Viral Vaccines; Animals; Blotting, Southern; Cell Line; Chlorocebus aethiops; Cowpox virus; Cowpox virus; DNA, Viral; DNA, Viral; Influenza Vaccines; Organisms, Genetically Modified; Phenotype; Polymerase Chain Reaction; Reassortant Viruses; Reassortant Viruses; Recombination, Genetic; Vaccinia virus; Vaccinia virus; Vero Cells; Viral Plaque Assay; Viral Vaccines",genetics; None; None; genetics; genetics; None; None; None; None; None; growth & development; isolation & purification; None; genetics; None; None; None; genetics; physiology; None; None; growth & development; None; None; None,10.1016/j.vaccine.2004.06.032
10.1128/jvi.75.3.1205-1210.2001,IL-4 and IL-13 mediated down-regulation of CD8 expression levels can dampen anti-viral CD8+ T cell avidity following HIV-1 recombinant pox viral vaccination,2013-08-06,article,HIV Research and Treatment,Virology,Life Sciences,HIV Research and Treatment; Immune Cell Function and Interaction; T-cell and B-cell Immunology,Immunology and Microbiology; Immunology and Microbiology; Immunology and Microbiology,Life Sciences; Life Sciences; Life Sciences,Avidity,Avidity; Cytotoxic T cell; CD8; Immunology; Biology; T cell; Virology; Vaccination; Antibody; Antigen; Immune system; In vitro; Biochemistry,"AIDS Vaccines; CD8 Antigens; CD8-Positive T-Lymphocytes; HIV-1; Interleukin-13; Interleukin-4; AIDS Vaccines; AIDS Vaccines; Administration, Mucosal; Animals; CD8 Antigens; CD8-Positive T-Lymphocytes; Down-Regulation; Female; HIV-1; Interleukin-13; Interleukin-4; Mice; Mice, Inbred BALB C; Mice, Knockout; Vaccines, Synthetic; Vaccines, Synthetic; Vaccines, Synthetic",immunology; biosynthesis; immunology; immunology; immunology; immunology; None; administration & dosage; None; None; None; None; None; None; None; None; None; None; None; None; None; administration & dosage; immunology,10.1016/j.vaccine.2013.07.062
