unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
ecdc-26409addf8d6a0ed99e2a0fb80e52074,"Communicable disease threats report, 28 December 2024 – 3 January 2025, week 53",Publication,2025-01-03,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-28-december-2024-3-january-2025-week-53,,"Influenza A virus subtype H5N1, Influenza, Avian influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",10.2900/864473
ecdc-f786b0f01b2bd3a47539ad5703219458,"Communicable disease threats report, 28 December 2024 – 3 January 2025, week 1",Publication,2025-01-03,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-28-december-2024-3-january-2025-week-1,,"Influenza A virus subtype H5N1, Influenza, Avian influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",10.2900/864473
ecdc-38e116256e6450955669ef469afeed3f,"Communicable disease threats report, 14-20 December 2024, week 51",Publication,2024-12-20,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-14-20-december-2024-week-51,,"Influenza A virus subtype H5N1, Influenza, Avian influenza",eng,"health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease",10.2900/864473
ecdc-f676d075378c1a2f50e80549f307a8e1,"Communicable disease threats report, 30 November - 6 December 2024, week 49",Publication,2024-12-06,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-30-november-6-december-2024-week-49,,"Influenza A virus subtype H5N1, Avian influenza, Influenza",eng,"health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease",10.2900/864473
ecdc-b7ae02f2255f051f1853edbcacc3268b,"Communicable disease threats report, 23-29 November 2024, week 48",Publication,2024-11-29,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-23-29-november-2024-week-48,,"Influenza A virus subtype H5N1, Avian influenza, Influenza",eng,"health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease",10.2900/864473
ecdc-e4262cc5afd8a8fc646c41f64c692e24,"Communicable disease threats report, 16-22 November 2024, week 47",Publication,2024-11-22,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-16-22-november-2024-week-47,,"Influenza A virus subtype H5N1, Avian influenza, Influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health",10.2900/864473
ecdc-a52dded4f2ee625bcbaf4346b6e4d77f,"Communicable disease threats report, 9-15 November 2024, week 46",Publication,2024-11-15,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-9-15-november-2024-week-46,,"Influenza A virus subtype H5N1, Influenza, Avian influenza",eng,"health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease",10.2900/864473
ecdc-462a6d0d302f3b213d75993845bdca1a,"Communicable disease threats report, 2-8 November 2024, week 45",Publication,2024-11-08,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-2-8-november-2024-week-45,,"Influenza A virus subtype H5N1, Influenza, Mpox",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health",10.2900/864473
ecdc-f2a98364fcdf97f18fc38d2a9125fb37,"Communicable disease threats report, 26 October – 1 November 2024, week 44",Publication,2024-10-31,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-26-october-1-november-2024-week-44,,"Influenza A virus subtype H5N1, Influenza, Avian influenza",eng,"health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease",10.2900/864473
ecdc-3e7781393dc6cc4779c1e89df06c1d17,Surveillance and targeted testing for the early detection of zoonotic influenza in humans during the winter period in the EU/EEA,Publication,2024-10-29,https://www.ecdc.europa.eu/en/publications-data/surveillance-and-targeted-testing-early-detection-zoonotic-influenza-humans,,"Influenza, Avian influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",10.2900/864473
ecdc-dcacd1f3658be07532ac13384c6a6de6,"Communicable disease threats report, 19-25 October 2024, week 43",Publication,2024-10-25,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-19-25-october-2024-week-43,,"Influenza A virus subtype H5N1, Influenza, Avian influenza",eng,"health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease",10.2900/864473
ecdc-3bb9e33075113f5e4b63f4cabde97c60,"Communicable disease threats report, 12-18 October 2024, week 42",Publication,2024-10-18,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-12-18-october-2024-week-42,,"Influenza A virus subtype H5N1, Polio vaccine, Influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",10.2900/864473
ecdc-e6ac6e4dbf1b61f6a96b62c55e13c384,"Communicable disease threats report, 5-11 October 2024, week 41",Publication,2024-10-11,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-5-11-october-2024-week-41,,"Influenza A virus subtype H5N1, Influenza, Avian influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",10.2900/864473
ecdc-f7e4275f2ed0f5025c818ede27721e76,"Communicable disease threats report, 28 September - 4 October 2024, week 40",Publication,2024-10-04,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-28-september-4-october-2024-week-40,,"Influenza A virus subtype H5N1, Mpox, Avian influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health",10.2900/864473
ecdc-c44c294b6aa50b58b11db254f625bb79,Avian influenza overview June–September 2024,Publication,2024-10-03,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-overview-june-september-2024,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology>natural science>biology, science and technology>natural science>biology>genetics",10.2900/864473
ecdc-277402d530f20fa74bf46e59f2b2e2f9,"Communicable disease threats report, 21-27 September 2024, week 39",Publication,2024-09-27,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-21-27-september-2024-week-39,,"Influenza, Avian influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, health>diseases and conditions, health",10.2900/864473
ecdc-422a80233478a0905e364c00f1c83a45,"Communicable disease threats report, 14-20 September 2024, week 38",Publication,2024-09-20,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-14-20-september-2024-week-38,,"Influenza A virus subtype H5N1, Influenza, Avian influenza",eng,"health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease, health",10.2900/864473
ecdc-5b1f3c77588ea2100e1f60d812121f70,"Communicable disease threats report, 7- 13 September 2024, week 37",Publication,2024-09-13,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-7-13-september-2024-week-37,,"Health, Medical specialties, Causes of death",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health",10.2900/864473
ecdc-33994c7aea725571f67d865834629590,"Communicable disease threats report, 20 - 26 July 2024, Week 30",Publication,2024-07-26,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-20-26-july-2024-week-30,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health",10.2900/864473
ecdc-7134cc16aee43f0ecb41828dcf644e45,"Communicable disease threats report, 29 June−5 July 2024, week 27",Publication,2024-07-05,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-29-june-5-july-2024-week-27,,"Avian influenza, Public health, Clinical medicine",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",10.2900/864473
ecdc-cedb5edc2b187de646e088103fdb2aec,Avian influenza overview March–June 2024,Publication,2024-07-04,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-overview-march-june-2024,,"Influenza A virus subtype H5N1, Avian influenza, Influenza",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, science and technology>natural science>biology, health>diseases and conditions",10.2900/864473
ecdc-6b73ad64448e698e9c32f63f93f1bbd0,Enhanced influenza surveillance to detect avian influenza virus infections in the EU/EEA during the inter-seasonal period,Publication,2024-06-20,https://www.ecdc.europa.eu/en/publications-data/enhanced-influenza-surveillance-detect-avian-influenza-virus-infections-eueea,,"Influenza, Avian influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, health>diseases and conditions>communicable disease",10.2900/864473
ecdc-bf5d9dcfb646a8bf91cb8a0c2a5fbacd,"Mass gatherings and infectious diseases, considerations for public health authorities in the EU/EEA",Publication,2024-06-14,https://www.ecdc.europa.eu/en/publications-data/mass-gatherings-and-infectious-diseases-considerations-2024,,"Avian influenza, Influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, health",10.2900/864473
ecdc-eedfb5b1d8be34dbe7c1c9ed0df17350,Consolidated Annual Activity Report 2023,Publication,2024-06-14,https://www.ecdc.europa.eu/en/publications-data/consolidated-annual-activity-report-2023,,"Directorate-General for European Civil Protection and Humanitarian Aid Operations, European Centre for Disease Prevention and Control, Public health",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease",10.2900/864473
ecdc-76984594b60a1e2494c614babb9a1b57,"Communicable disease threats report, 25-31 May 2024, week 22",Publication,2024-05-31,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-25-31-may-2024-week-22,,"Influenza A virus subtype H5N1, Avian influenza, Polio vaccine",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health",10.2900/864473
ecdc-4861e667d6f350d339fe7d2518241b10,"Communicable disease threats report, 28 April - 4 May 2024, week 18",Publication,2024-05-03,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-28-april-4-may-2024-week-18,,"Avian influenza, Influenza A virus subtype H5N1, Lassa fever",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",10.2900/864473
ecdc-06d28142fa07c57fc3db0640b6ab6a0f,"Communicable disease threats report, 31 March - 6 April 2024, week 14",Publication,2024-04-05,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-31-march-6-april-2024-week-14,,"Influenza A virus subtype H5N1, Avian influenza, Influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health",10.2900/864473
ecdc-eeb73f6120829d38a50e624c1ebbae8f,Survey report on laboratory capacity for molecular diagnosis and characterisation of zoonotic influenza viruses in human specimens in EU/EEA and the Western Balkans,Publication,2023-12-14,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-survey-report-laboratory-capacity,,"Molecular diagnostics, Influenza A virus, DNA sequencing",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions, science and technology",10.2900/864473
cset-fa35074ced836206f93ab080d217c1dc,Anticipating Biological Risk: A Toolkit for Strategic Biosecurity Policy | Center for Security and Emerging Technology,Publication,2024-12-01,https://cset.georgetown.edu/publication/anticipating-biological-risk-a-toolkit-for-strategic-biosecurity-policy/,,"Biocontainment, Biosafety, Biosecurity",eng,"economy, business and finance, economy, business and finance>economic sector, health, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, economy, business and finance>economic sector>computing and information technology",cset-f31757b077187b5dc43845d1a78b406c
cset-89dcfb0f0beea480ded6e8761684330f,Identifying Emerging Technologies in Research | Center for Security and Emerging Technology,Publication,2024-12-01,https://cset.georgetown.edu/publication/identifying-emerging-technologies-in-research/,,"Large language model, Artificial intelligence, Machine learning",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>social sciences, science and technology>social sciences>information science, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology",cset-f31757b077187b5dc43845d1a78b406c
governmentofcanada-595a04595e4df5e2b9f8cfb351fb0386,Emerging technology snapshot : genetic design and modification of pathogenic microorganisms.: NR16-436/2024E-PDF Publications - Canada.ca,Publication,2024-01-01,http://publications.gc.ca/site/eng/9.934596/publication.html,,"Branches of science, Biology, Health sciences",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>chemicals, science and technology",cset-f31757b077187b5dc43845d1a78b406c
cset-eef28327924e3f0886edaf46b68340fe,Comment on OSTP RFI 88 FR 60513,Transcript,2023-10-16,https://cset.georgetown.edu/publication/comment-on-ostp-rfi-88fr60513/,,"Risk, Research, Biosecurity",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health, science and technology, health>diseases and conditions>communicable disease>virus disease",cset-f31757b077187b5dc43845d1a78b406c
stateofvirginia-7465f911570050b198b0587a748d2f92,Situation Update 2023-09-22,Publication,2023-09-22,https://www.vdh.virginia.gov/content/uploads/sites/182/2023/09/Situation-Update-2023-09-22.pdf,,"natural disasters, Tropics, Synoptic meteorology and weather",eng,"disaster, accident and emergency incident, disaster, accident and emergency incident>disaster>natural disasters, science and technology>natural science>meteorology, science and technology, science and technology>natural science, weather, disaster, accident and emergency incident>disaster>natural disasters>flood, weather>weather forecast, disaster, accident and emergency incident>disaster",cset-f31757b077187b5dc43845d1a78b406c
ukparliament_select-ce7b1eaa33ca2be420b540dd458d52e6,Mr Ryan Nabil (Director of Technology Policy and Senior Fellow at National Taxpayers Union Foundation (USA)) (SDY0053),Publication,2025-07-09,https://committees.parliament.uk/writtenevidence/141701/pdf/,"Science diplomacy (Inquiry), Science, Innovation and Technology Committee","Science, Innovation, Science diplomacy",eng,"economy, business and finance, politics>international relations, science and technology, politics, environment, economy, business and finance>economy",10.1787/0b55736e-en
govuk-258409184c7e75779b57a88b89d1d4ba,A year in metascience (2025),Publication,2025-06-30,https://www.gov.uk/government/publications/a-year-in-metascience-2025,,"Metascience, Research, Science",eng,"education>school, science and technology, education, science and technology>social sciences, society, science and technology>social sciences>philosophy, education>school>further education",10.1787/0b55736e-en
lukefi-0c23d8dc3c79d9684f73ad7dffe1cde0,The potential of economics and alternative economic perspectives in natural resource research,Publication,2025-01-01,https://jukuri.luke.fi/handle/10024/556289,,"Circular economy, Economics, Well-being",fin,"economy, business and finance>economy, economy, business and finance, environment, environment>nature, environment>nature>ecosystem, science and technology>social sciences>economics, science and technology, science and technology>social sciences",10.1787/0b55736e-en
vinnovase-41df2266adc4800cb866e63725666978,Internationellt forsknings- och innovationssamarbete i en turbulent,Publication,2024-12-20,https://www.vinnova.se/publikationer/Internationellt-forsknings-och-innovationssamarbete-i-en-turbulent-varld/,,"Education, Science, Research",eng,"politics, politics>international relations, education, science and technology",10.1787/0b55736e-en
energimynse-8b296a4343fb90d1d1f8866a2a47458e,Competence for the electrification of society,Publication,2024-12-12,https://energimyndigheten.a-w2m.se/System/TemplateView.aspx?p=Arkitektkopia&id=668bbe3018f54afab228b3f2bd2ed978,,"Education, Competence (human resources), Electrician",swe,"economy, business and finance, economy, business and finance>economic sector, education, labour, labour>employment, education>school, economy, business and finance>economic sector>energy and resource",10.1787/0b55736e-en
ipeabr-0b3aee2f2a285c6068692c9409925afa,Technologies and prices in the pharmaceutical market,Publication,2024-11-01,https://www.ipea.gov.br/portal/publicacao-item?id=66acf750-a0f4-4cb3-a19f-143b59fe33a6,,"CNPJ, Economics, Pharmaceutical industry",por,"economy, business and finance, science and technology>social sciences, science and technology, economy, business and finance>economy, health, science and technology>social sciences>economics",10.1787/0b55736e-en
vinnovase-bbf878d89bb084cb51a201b7805d456a,Strategically important areas within technology and innovation for Sweden,Publication,2024-10-30,https://www.vinnova.se/publikationer/uppdrag-att-identifiera-och-foresla-strategiskt-viktiga-omraden-inom-teknik-och-innovation-for-sverige/,,"Artificial intelligence, Innovation, Sweden",swe,"economy, business and finance>economic sector, economy, business and finance, science and technology, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>energy and resource",10.1787/0b55736e-en
uclpublicpurpose-dbac8726a070c595dfdc93aef0c95dac,Pathways to transformative innovation?,Publication,2024-10-24,https://www.ucl.ac.uk/bartlett/public-purpose/publications/2024/oct/pathways-transformative-innovation,,"Governance, Qualitative comparative analysis, The Bartlett",eng,"arts, culture and entertainment, arts, culture and entertainment>arts and entertainment, science and technology>social sciences, science and technology, education, arts, culture and entertainment>arts and entertainment>literature, science and technology>social sciences>economics",10.1787/0b55736e-en
unitednations-235bb0fc2c59a9b1067b3810899efa7f,Digital economy report 2024 :shaping an environmentally sustainable and inclusive digital future,Publication,2024-07-10,https://digitallibrary.un.org/record/4053817?ln=en,"COMPUTER NETWORKS, DATA STORAGE, DEVELOPING COUNTRIES, DIGITAL TECHNOLOGY, ECONOMIC DEVELOPMENT, ELECTRONIC INFORMATION RESOURCES, INFORMATION TECHNOLOGY, KNOWLEDGE-BASED ECONOMY","Sustainability, Life-cycle assessment, Greenhouse gas emissions",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>technology and engineering, environment, economy, business and finance>economic sector>computing and information technology, science and technology, environment>environmental pollution, economy, business and finance>economy, society, science and technology>technology and engineering>electronics",10.1787/0b55736e-en
unctad-ecc6cb58396ce7e918d7fe9875d57179,Digital Economy Report 2024,Publication,2024-07-09,https://unctad.org/system/files/official-document/der2024_en.pdf,,"Sustainability, Life-cycle assessment, Greenhouse gas emissions",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>technology and engineering, environment, economy, business and finance>economic sector>computing and information technology, science and technology, environment>environmental pollution, economy, business and finance>economy, society, science and technology>technology and engineering>electronics",10.1787/0b55736e-en
parliamentofmexico-13f09b30467a8942d09cd3200406f694,Reading Mode,Publication,2024-06-25,https://centrogilbertobosques.senado.gob.mx/analisisinvestigacion/contexto/china-superpotencia-cientifica-y-tecnologica/download,,"China, Artificial intelligence, Technology",spa,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology, economy, business and finance>economic sector>energy and resource, economy, business and finance>economic sector>computing and information technology, science and technology>natural science>physics",10.1787/0b55736e-en
govdeptsjapan-0b9282ad81a24139f9b12cff33cbd5ce,Proposed main points regarding ensuring liquidity and creating a virtuous cycle,Publication,2024-05-29,https://www.mext.go.jp/content/20240530-mxt_kiban03-000036272_4.pdf,,"International student, Japan, Postdoctoral researcher",jpn,"education>school, education>school>higher education, education, science and technology, education>school>further education, education>school>higher education>university, politics",10.1787/0b55736e-en
govdeptsjapan-60c76855667d9832f8f8e41786914773,International collaboration initiatives in each country,Publication,2024-05-22,https://www.mext.go.jp/content/20240509-mxt_kagkoku-000035929_3.pdf,,"ASEAN, National security, G20",jpn,"education>school, education>school>higher education, education, science and technology, politics>government, politics, education>school>higher education>university",10.1787/0b55736e-en
productivitynz-08ae21142e9690df9a34e4f3590e9956,Improving economic resilience - Productivity Commission inquiry material 2022 - 2024,Publication,2024-05-21,https://www.treasury.govt.nz/publications/improving-economic-resilience-productivity-commission-inquiry-material-2022-2024,,"Climate resilience, Resilience (engineering and construction), Subsidy",eng,"disaster, accident and emergency incident, economy, business and finance, economy, business and finance>economy, labour>unemployment, science and technology, labour, disaster, accident and emergency incident>accident and emergency incident",10.1787/0b55736e-en
treasurynz-48814d57afd2b446c708f875a3523ecd,Final report - Improving Economic Resilience,Publication,2024-02-20,https://www.treasury.govt.nz/publications/final-report-improving-economic-resilience,,"Climate resilience, Resilience (engineering and construction), Subsidy",eng,"disaster, accident and emergency incident, economy, business and finance, economy, business and finance>economy, labour>unemployment, science and technology, labour, disaster, accident and emergency incident>accident and emergency incident, disaster, accident and emergency incident>disaster",10.1787/0b55736e-en
apo-6eae80fae7382e476fb583e2a2a95993,Improving economic resilience: report on a Productivity Commission inquiry,Publication,2024-02-19,https://apo.org.au/node/325756,,"Climate resilience, Resilience (engineering and construction), Supply chain management",eng,"disaster, accident and emergency incident, economy, business and finance, economy, business and finance>economy, labour, labour>unemployment, science and technology, education, disaster, accident and emergency incident>accident and emergency incident",10.1787/0b55736e-en
adviesraadvoorwetenschaptechnologieeninnovatie-88f3942740af4729ed586c08d2ea5952,Advisory report: Shaping the future - From optimisation to transformation,Publication,2024-02-07,https://www.awti.nl/documenten/adviezen/2023/12/14/advisory-report-shaping-the-future---from-optimisation-to-transformation,,"Sustainability, Innovation, Subsidy",eng,"economy, business and finance, economy, business and finance>economy, politics>government, environment, education, politics",10.1787/0b55736e-en
governmentofflanders-32c0da1d3d3a77295ae01f980567b943,Strategic autonomy as a driver of technological sovereignty…,Publication,2024-02-02,https://www.vlaanderen.be/Publication/27188,,"Innovation, European Union, Technology",dut,"economy, business and finance, economy, business and finance>economic sector, science and technology>social sciences, economy, business and finance>economy, science and technology, economy, business and finance>economic sector>energy and resource, science and technology>social sciences>economics",10.1787/0b55736e-en
energimynse-f9b6b656c1c9f1004152e1834f05f643,Strategic priorities in energy research and innovation 2025-​2028,Publication,2024-01-29,https://energimyndigheten.a-w2m.se/System/TemplateView.aspx?p=Arkitektkopia&id=eea8efb196784c5fabe2e1140ff918dc,,"Climate change mitigation, Greenhouse gas emissions, European Union",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>energy and resource, environment, science and technology, politics, economy, business and finance>economic sector>transport",10.1787/0b55736e-en
undesa-e80dfce274888e1fadf058602dbeed1a,World Economic Situation and Prospects 2024,Publication,2024-01-03,https://desapublications.un.org/publications/world-economic-situation-and-prospects-2024,,"Inflation, Economic growth, Fiscal policy",eng,"economy, business and finance, economy, business and finance>economy>macro economics, politics, science and technology>social sciences, economy, business and finance>economy, economy, business and finance>economy>macro economics>inflation, economy, business and finance>economy>macro economics>recession, science and technology, science and technology>social sciences>economics, politics>government",10.1787/0b55736e-en
unitednations-8b731ae7105b52c3b96217f78f380cdd,World economic situation and prospects :2024,Publication,2024-01-01,https://digitallibrary.un.org/record/4032065?ln=en,"COVID-19, ECONOMIC FORECASTS, INTERNATIONAL FINANCE, INTERNATIONAL TRADE, REGIONAL DEVELOPMENT, STATISTICAL DATA","Inflation, Economic growth, Fiscal policy",eng,"economy, business and finance, economy, business and finance>economy>macro economics, politics, science and technology>social sciences, economy, business and finance>economy, economy, business and finance>economy>macro economics>inflation, economy, business and finance>economy>macro economics>recession, science and technology, science and technology>social sciences>economics, politics>government",10.1787/0b55736e-en
ipeabr-9a839d609494f9460179db582ca22344,"Evolution of the proposed budget for science, technology and innovation policies: 2000-2024",Publication,2024-01-01,https://www.ipea.gov.br/portal/publicacao-item?id=f42eb599-dfc2-4c03-8b7c-97543ef200ca,,"Ministry of Science, Technology and Innovation (Brazil), Telebrás, Coordenação de Aperfeicoamento de Pessoal de Nível Superior",por,"economy, business and finance, education>school, education>school>higher education, education, science and technology, economy, business and finance>economy, education>school>further education, education>school>higher education>university",10.1787/0b55736e-en
ipeabr-c690d08acc6b081c5647518ffdf7dd79,Anticipatory governance of artificial intelligence in the healthcare sector: what international policy papers say,Publication,2024-01-01,https://www.ipea.gov.br/portal/publicacao-item?id=a4b39a45-066f-4592-b28b-8fdaf98c1617,,"Governance, Artificial intelligence, Health",por,"economy, business and finance, economy, business and finance>economic sector, science and technology, health, economy, business and finance>economic sector>media, economy, business and finance>economic sector>computing and information technology, health>diseases and conditions",10.1787/0b55736e-en
who-b010c0d40bf661d1c250eb71cbc9a268,"Defining community protection: a core concept for strengthening the global architecture for health emergency preparedness, response and resilience",Publication,2024-01-01,https://apps.who.int/iris/handle/10665/379055,1. Headquarters,"WASH, Health, Climate resilience",eng,"disaster, accident and emergency incident, health>health treatment, health, health>diseases and conditions, health>health treatment>medicine, society, disaster, accident and emergency incident>accident and emergency incident",10.1787/0b55736e-en
ipeabr-150dcfd4ee43e9e3bb1c2c451e21d5aa,Analysis of educational records in RAIS of PhDs awarded at Brazilian universities,Publication,2024-01-01,https://www.ipea.gov.br/portal/publicacao-item?id=c8d2b929-52b4-42d4-b36c-a7dd5fc29abe,,"Postgraduate education, Education, Law",por,"education, education>school, labour, science and technology",10.1787/0b55736e-en
ibsabrussels-f78b9c4a3eb71b4dc61a17cdb3efde1f,Socio-economic overview 2023,Publication,2023-12-14,https://ibsa.brussels/sites/default/files/publication/documents/Pano_SE23_FR_WEBv2.pdf,,"Research and development, Inflation, Brussels",fre,"economy, business and finance, economy, business and finance>economy>macro economics, science and technology>social sciences, economy, business and finance>economy, science and technology, economy, business and finance>economy>macro economics>inflation, science and technology>social sciences>economics, labour, economy, business and finance>economy>macro economics>credit and debt, economy, business and finance>economic sector",10.1787/0b55736e-en
adviesraadvoorwetenschaptechnologieeninnovatie-83a988472529a9bf9f0c71111d819ec2,Advice: Serving the future – From optimization to transformation,Publication,2023-11-13,https://www.awti.nl/documenten/adviezen/2023/12/14/advies-in-dienst-van-de-toekomst---van-optimalisatie-naar-transformatie,,"Netherlands, Innovation, Economy",dut,"economy, business and finance, economy, business and finance>economic sector, environment, economy, business and finance>economy, science and technology, economy, business and finance>economic sector>energy and resource, environment>nature",10.1787/0b55736e-en
parliamentofnetherlands-50de734badd787a3f201f8c6a0cf8173,First Chamber of the States General,Publication,2023-11-13,https://www.eerstekamer.nl/overig/20240612/in_dienst_van_de_toekomst_van/document,,"Economy, European Union, Ministry of Education, Culture and Science (Netherlands)",dut,"economy, business and finance, environment, lifestyle and leisure, lifestyle and leisure>lifestyle, economy, business and finance>economy, science and technology, lifestyle and leisure>lifestyle>food and drink, environment>nature",10.1787/0b55736e-en
energimynse-5e286bbc7f333c3cfab372b43c08f358,Strategic prioritization in energy research and innovation,Publication,2023-11-06,https://energimyndigheten.a-w2m.se/System/TemplateView.aspx?p=Arkitektkopia&id=6cbe562fe25e412a855999273075dfcf,,"Sweden, European Union, Intergovernmental Panel on Climate Change",swe,"economy, business and finance, economy, business and finance>economic sector, science and technology, economy, business and finance>economic sector>energy and resource, politics, economy, business and finance>economy",10.1787/0b55736e-en
