unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
publichealthscotland-b8d410834270f6722f00fa0cd599208f,Weekly national seasonal respiratory report - Week 1 2022 - Weekly national seasonal respiratory report,Clinical guidance,2022-01-13,https://publichealthscotland.scot/publications/weekly-national-seasonal-respiratory-report/weekly-national-seasonal-respiratory-report-week-1-2022/,,"Avian influenza, Influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
publichealthscotland-7f3283b07672cc95638cca8a6101ddce,Weekly national seasonal respiratory report - Week 52 2021 - Weekly national seasonal respiratory report,Clinical guidance,2022-01-07,https://publichealthscotland.scot/publications/weekly-national-seasonal-respiratory-report/weekly-national-seasonal-respiratory-report-week-52-2021/,,"Influenza, Influenza-like illness, Avian influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
ecdc-ecf851e32b988e4f67b041784fe587e5,"Communicable disease threats report, 2-8 January 2022, week 1",Publication,2022-01-07,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-2-8-january-2022-week-1,,"Avian influenza, Influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease",10.2900/207223
fao-14443e175aad7a2484da7e33be623800,Chinese-origin H7N9 avian influenza spread in poultry and human exposure,Publication,2018-01-01,https://openknowledge.fao.org/handle/20.500.14283/I8705EN,"1 - Продукты знаний, Publicaciones, value chains","Influenza A virus subtype H7N9, Avian influenza, Influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health, science and technology, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
seoamsterecon-296403fd58bab2a70edb1118e4dbfc22,National Security Trend Analysis 2024: Accumulation of threats in times of uncertainty,Publication,2024-06-25,https://www.seo.nl/publicaties/trendanalyse-nationale-veiligheid-2024-stapeling-van-dreigingen-in-tijden-van-onzekerheid/,,"Artificial intelligence, Climate change, Photonics",dut,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, economy, business and finance>economic sector>energy and resource, politics, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, science and technology>natural science>biology",hcss-57b79af3fd78a2b9f492a9a3138b1a6d
rathenau-d3d9b49692a34b8256c37d271e0ba2f0,Rathenau Scan: Quantum technology in society,Publication,2023-05-10,https://www.rathenau.nl/nl/digitalisering/rathenau-scan-quantumtechnologie-de-samenleving,,"Quantum entanglement, Quantum computing, Branches of science",dut,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, economy, business and finance>economic sector>computing and information technology, science and technology, science and technology>natural science>physics, economy, business and finance>economic sector>computing and information technology>software",hcss-57b79af3fd78a2b9f492a9a3138b1a6d
clingendael-783f9ccb61d9e90f17b6cdc601267429,Strategic Monitor 2021-2022,Publication,2022-03-28,https://www.clingendael.org/publication/strategic-monitor-2021-2022,,"Climate security, European Union, Deterrence theory",eng,"politics>government, conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government>defence, politics>international relations, politics, science and technology",hcss-57b79af3fd78a2b9f492a9a3138b1a6d
hcss-e8dfb87c6023d4ed3cc9b6c98949af05,Strategic Monitor 2021-2022 | Hanging Together: Partners and Policies for the Netherlands and EU in Turbulent Times - HCSS,Publication,2022-01-26,https://hcss.nl/report/strategic-monitor-2021-2022-hanging-together/,,"Climate security, European Union, Main Ground Combat System",eng,"politics>government, conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government>defence, politics>international relations, politics, science and technology",hcss-57b79af3fd78a2b9f492a9a3138b1a6d
who-17b2763b1af2ef755b84cc8e27337a93,Landscape analysis of the opportunities and challenges for neurotechnology in global health,Publication,2025-06-30,https://apps.who.int/iris/handle/10665/381761,1. Headquarters,"Neuromodulation (medicine), Neurotechnology, Neuroimaging",eng,"health>health treatment, health>diseases and conditions, science and technology, health, health>health treatment>medicine",who-21e58fa0cb28e055c4cacde8da6855c0
unidir-411b02f99f1e345178b87500075e8943,"2023 Biorisks, Biosecurity and Biological Disarmament Conference Report",Publication,2024-07-09,https://unidir.org/publication/2023-biorisks-biosecurity-and-biological-disarmament-conference-report/,,"Biosecurity, United Nations Office for Disarmament Affairs, Governance",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, health, politics, science and technology>natural science>biology>genetics",who-21e58fa0cb28e055c4cacde8da6855c0
who-269e5872975525599bc2ffaddd1d011e,"Global Guiding Framework: Responsible Use of Life Sciences: Mitigating Biological Risks, Governing Dual-Use Research",Publication,2023-06-14,https://apps.who.int/iris/handle/10665/369236,,"Health, Preventive healthcare, Technology",chi,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, economy, business and finance>economic sector>computing and information technology",who-21e58fa0cb28e055c4cacde8da6855c0
who-083c2a2238ce6b3cd059c032a7e92b40,Global policy framework for the responsible use of life sciences: mitigating biological risks and governing dual research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369131,,"Governance, Safety, Natural environment",fre,"science and technology>natural science, health>diseases and conditions>communicable disease, science and technology>natural science>biology, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics, health, health>diseases and conditions>communicable disease>virus disease",who-21e58fa0cb28e055c4cacde8da6855c0
who-4edc91b17fa672bc52fdef05a27b0791,A global guideline framework for the responsible use of the life sciences: reducing biological risks and regulating dual-use research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369130,,"Branches of science, Ecosystem, Artificial intelligence",ara,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, health, health>diseases and conditions, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology, lifestyle and leisure>lifestyle>food and drink",who-21e58fa0cb28e055c4cacde8da6855c0
who-7f17601c4d68f6e97900f13184888703,Global Guidelines for the Responsible Use of Life Sciences Research: Biological Risk Reduction and Management of Dual Use Research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369132,,"Branches of science, Risk, Innovation",rus,"science and technology>natural science, science and technology>natural science>biology, science and technology, health>diseases and conditions, health, science and technology>natural science>biology>genetics",who-21e58fa0cb28e055c4cacde8da6855c0
who-2328628190847b6aedf513fff1ba338d,Global Guidance Framework for Responsible Use of Life Sciences: Biohazard Reduction and Governance of Dual-Use Research,Publication,2023-06-09,https://apps.who.int/iris/handle/10665/368979,,"Natural environment, Infodemic, Governance",spa,"lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, science and technology>natural science>biology, science and technology, health>diseases and conditions, health, science and technology>natural science>biology>genetics, lifestyle and leisure>lifestyle>food and drink",who-21e58fa0cb28e055c4cacde8da6855c0
who-aa3ec977c0703d631c5009c21f3c2496,Global guidance framework for the responsible use of life sciences: mitigating biological risks and governing dual-use research,Publication,2023-01-01,https://apps.who.int/iris/handle/10665/374885,2. Regional Office for Africa,"Branches of science, Disease, Biological warfare",por,"science and technology>natural science>biology, science and technology>natural science, science and technology, science and technology>natural science>biology>genetics, health>diseases and conditions, health, science and technology>social sciences",who-21e58fa0cb28e055c4cacde8da6855c0
unidir-e7852bb83bbd5a3ce4ec5dccb8d2e96a,Assessing the SecBio Platform Proposal for the Biological Weapons Convention,Publication,2022-12-07,https://unidir.org/publication/assessing-the-secbio-platform-proposal-for-the-biological-weapons-convention/,,"Biosecurity, Biological Weapons Convention, United Nations Security Council Resolution 1540",eng,"arts, culture and entertainment, arts, culture and entertainment>culture, health, science and technology, education, arts, culture and entertainment>culture>library and museum",who-21e58fa0cb28e055c4cacde8da6855c0
hiqaie-fe494431b50207363ef7553db68fc69d,Catalogue of institutions undertaking COVID-19 horizon scanning,Clinical guidance,2022-10-19,https://www.hiqa.ie/reports-and-publications/health-technology-assessment/catalogue-institutions-undertaking-covid-19,,"Health, Health informatics, COVID-19 vaccine",eng,"health>health treatment, science and technology>research, health, science and technology, health>health treatment>medicine, science and technology>research>medical research",who-21e58fa0cb28e055c4cacde8da6855c0
interacademies-87ccbd94e76c0729d54d394ee120e1d4,Global guidance framework for the responsible use of the life sciences,Publication,2022-09-12,https://www.interacademies.org/publication/global-guidance-framework-responsible-use-life-sciences,,"Governance, Biosecurity, Biosafety",eng,"science and technology>natural science, science and technology>research, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, health, science and technology>research>medical research",who-21e58fa0cb28e055c4cacde8da6855c0
who-f6488bdadd89245cefef23285bb10d1b,Global guidance framework for the responsible use of the life sciences: mitigating biorisks and governing dual-use research,Publication,2022-09-07,https://apps.who.int/iris/handle/10665/362313,,"Branches of science, Biodiversity, Gain-of-function research",eng,"science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, science and technology>natural science>biology>genetics",who-21e58fa0cb28e055c4cacde8da6855c0
adviesraadvoorwetenschaptechnologieeninnovatie-472419814c9473107870e24c20f6902b,Corona scenarios thought through: Guide for necessary choices,Publication,2022-09-01,https://www.awti.nl/documenten/publicaties/2022/09/05/index,,"European Union, Virus, Education",dut,"economy, business and finance, science and technology>natural science, education, health, science and technology, science and technology>natural science>biology, health>diseases and conditions, economy, business and finance>economy",who-21e58fa0cb28e055c4cacde8da6855c0
parliamentofnetherlands-f14b3744e675389180617185e2f20533,Corona scenarios thought through: Guidance for necessary choices,Publication,2022-09-01,https://www.eerstekamer.nl/bijlage/20220905/rapportage_coronascenario_s/document3/f=/vlw3kowajtys.pdf,,"COVID-19, European Union, COVID-19 pandemic",dut,"politics, science and technology, health, politics>government, education",who-21e58fa0cb28e055c4cacde8da6855c0
govuk-b6e71ed85a0892c062d6ea2bcc65314a,Biological Security Strategy: call for evidence,Publication,2022-02-16,https://www.gov.uk/government/consultations/biological-security-strategy-call-for-evidence,,"Zoonosis, Risk, Freedom of Information Act (United States)",eng,"health>diseases and conditions, health, science and technology, health>diseases and conditions>illness",who-21e58fa0cb28e055c4cacde8da6855c0
sipri-3160e0c4944d7cf15e79d7f0311422c9,Cloud Labs and Other New Actors in the Biotechnology Ecosystem: Export Control Challenges and Good Practices in Outreach,Publication,2025-05-01,https://www.sipri.org/publications/2025/eu-non-proliferation-and-disarmament-papers/cloud-labs-and-other-new-actors-biotechnology-ecosystem-export-control-challenges-and-good-practices,,"Biosecurity, Dual-use technology, Nuclear proliferation",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, health",10.2861/620590
govdeptsspain-10ae2a670f08a6130c5c62d2565cbb86,Geopolitics of military power. Strategy Notebook 224,Publication,2024-03-05,https://publicaciones.defensa.gob.es/media/downloadable/files/links/g/e/geopol_tica_del_poder_militar_ce_224.pdf,,"Law, Submarine-launched ballistic missile, Amphibious assault ship",spa,"conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government, politics>government>defence, politics>government>defence>military equipment, politics>government>defence>military equipment>military weaponry, politics>government>defence>armed forces, politics, science and technology",10.2861/620590
europeanleadershipnetwork-543a072e47d9138bd3e5181023b7bbf1,3D printing and WMD terrorism: a threat in the making?,Publication,2024-01-10,https://europeanleadershipnetwork.org/3d-printing-and-wmd-terrorism-a-threat-in-the-making/,,"3D printing, Weapon of mass destruction, Terrorism",eng,"politics>government, politics>government policy, politics>government>defence>military equipment, science and technology, politics>government>defence>military equipment>military weaponry, conflicts, war and peace, politics, conflicts, war and peace>act of terror, politics>government>defence, politics>government policy>nuclear policy",10.2861/620590
sipri-44d8d7d6f3035391226c131c5147a2c0,Biosecurity Risk Assessment in the Life Sciences: Towards a Toolkit for Individual Practitioners,Publication,2023-03-01,https://www.sipri.org/publications/2023/policy-reports/biosecurity-risk-assessment-life-sciences-towards-toolkit-individual-practitioners,,"Biosecurity, Risk, Biosafety",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, health, society, health>diseases and conditions",10.2861/620590
randcorporation-b9eb3b2bd39252944080af5a1cc0a22b,Biotechnology and Today's Warfighter,Blog post,2022-10-25,https://www.rand.org/blog/2022/10/biotechnology-and-todays-warfighter.html,,"Biotechnology, Biobased economy, Health",eng,"science and technology>natural science, health>health treatment, health, science and technology, health>diseases and conditions, health>health treatment>medicine, science and technology>natural science>biology",10.2861/620590
randcorporation-9f104bb2384d6ed5a7416e8c6231cba4,Biotechnology and Today's Warfighter,Blog post,2022-10-25,https://www.rand.org/pubs/commentary/2022/10/biotechnology-and-todays-warfighter.html,,"Biotechnology, Bioeconomy, Biological warfare",eng,"science and technology>natural science, health>health treatment, health, science and technology, health>diseases and conditions, health>health treatment>medicine, science and technology>natural science>biology",10.2861/620590
euparl_library-0e23ed48f5bccd4eb65cf0d5742984ab,Innovative technologies shaping the 2040 battlefield,Publication,2021-08-02,https://www.europarl.europa.eu/thinktank/en/document/EPRS_STU(2021)690038,,"Artificial intelligence, European Union, Anti-satellite weapon",eng,"economy, business and finance, economy, business and finance>economic sector, politics, politics>government, politics>government>defence, politics>government>defence>military equipment, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, economy, business and finance>economic sector>computing and information technology, politics>government>defence>military equipment>military weaponry",10.2861/620590
stoa-192075da7edda247633441d124ef8f6b,Innovative technologies shaping the 2040 battlefield | Panel for the Future of Science and Technology (STOA) | European Parliament,Publication,2021-08-02,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2021)690038,,"Machine learning, Artificial intelligence, European Parliamentary Research Service",eng,"economy, business and finance, economy, business and finance>economic sector, politics, politics>government, politics>government>defence>military equipment, science and technology>natural science, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, politics>government>defence>military equipment>military weaponry, politics>government>defence, economy, business and finance>economic sector>computing and information technology, science and technology>natural science>biology",10.2861/620590
unidir-41e6966551ec76d91fea40599284a653,Science and Technology for WMD Compliance Monitoring and Investigations,Publication,2020-12-11,https://unidir.org/publication/science-and-technology-for-wmd-compliance-monitoring-and-investigations/,,"Chemical Weapons Convention, Artificial intelligence, Organisation for the Prohibition of Chemical Weapons",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economic sector>energy and resource, economy, business and finance>economic sector>computing and information technology>software",10.2861/620590
sipri-23464a70af4919ecc97ac297ef512f65,Post-shipment Control Measures: European Approaches to On-site Inspections of Exported Military Materiel,Publication,2020-12-01,https://www.sipri.org/publications/2020/sipri-background-papers/post-shipment-control-measures-european-approaches-site-inspections-exported-military-materiel,,"Small Arms and Light Weapons, European Union, United Nations Office on Drugs and Crime",eng,"politics>government>defence>military equipment, conflicts, war and peace, politics>government>defence>military equipment>military weaponry, conflicts, war and peace>armed conflict, politics>government, politics>government>defence, politics",10.2861/620590
sipri-1d339d777ded566a5d3a19e326ed725d,Responsible Artificial Intelligence Research and Innovation for International Peace and Security,Publication,2020-11-01,https://www.sipri.org/publications/2020/other-publications/responsible-artificial-intelligence-research-and-innovation-international-peace-and-security,,"Artificial intelligence, Research, Risk",eng,"economy, business and finance, economy, business and finance>economic sector, politics, politics>government, politics>government>defence>military equipment, science and technology, conflicts, war and peace, economy, business and finance>economic sector>computing and information technology, conflicts, war and peace>armed conflict, politics>government>defence, politics>government>defence>military equipment>military weaponry",10.2861/620590
govdeptsspain-5d7f68511846f95fece8442588ee15ce,IEEE Bulletin Number 17 2020,Publication,2020-06-30,https://bibliotecavirtual.defensa.gob.es/BVMDefensa/en/catalogo_imagenes/grupo.do?path=207660,,"Influenza, Israel, Ebola",spa,"health>diseases and conditions>communicable disease, health>diseases and conditions, health, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>epidemic, conflicts, war and peace, conflicts, war and peace>armed conflict",10.2861/620590
sipri-49739468b96d4f97751915abbe5b8d22,"Artificial Intelligence, Strategic Stability and Nuclear Risk",Publication,2020-06-01,https://www.sipri.org/publications/2020/other-publications/artificial-intelligence-strategic-stability-and-nuclear-risk,,"Deterrence theory, Artificial intelligence, Dead Hand",eng,"economy, business and finance, economy, business and finance>economic sector, conflicts, war and peace, conflicts, war and peace>armed conflict, economy, business and finance>economic sector>computing and information technology, science and technology, politics>government, politics>government>defence, politics, education",10.2861/620590
govdeptsspain-dcf6db1ec05a595dada4f4a1f9c7dea6,Pandemic emergencies,Publication,2020-04-22,https://bibliotecavirtual.defensa.gob.es/BVMDefensa/es/catalogo_imagenes/grupo.do?path=207661,,"Goma, Ebola, Public Health Emergency of International Concern",spa,"health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease>virus disease",10.2861/620590
hcss-9867456d5a9442392ac02bcafd8d7778,Strategic Monitor 2019-2020 - The Writing on the Wall,Publication,2020-01-21,https://hcss.nl/report/strategic-monitor-2019-2020-writing-wall,,"Cyberwarfare, Computer security, Cyberattack",eng,"crime, law and justice, conflicts, war and peace, conflicts, war and peace>armed conflict, politics, politics>government, crime, law and justice>crime, politics>international relations, science and technology, conflicts, war and peace>armed conflict>war, society, politics>government>defence",10.2861/620590
hcss-7b29486a9482726143b25868dd141a25,Strategic Monitor 2019-2020 - The Writing on the Wall | HCSS,Publication,2020-01-21,https://hcss.nl/report/strategic-monitor-2019-2020-the-writing-on-the-wall/,,"Computer security, Cyberwarfare, Cyberattack",eng,"conflicts, war and peace, politics>government, politics>government>defence, conflicts, war and peace>armed conflict, politics>international relations, politics>international relations>diplomacy, politics",10.2861/620590
unitednations-9b5e7b3e21681a1d96c16c978dc4bb18,Navigating disarmament education :the Peace Boat model,Publication,2020-01-01,https://digitallibrary.un.org/record/3934406?ln=en,"DISARMAMENT EDUCATION, NUCLEAR DISARMAMENT","Peace Boat, Hibakusha, Nuclear disarmament",eng,"politics>government>defence>military equipment, economy, business and finance>economic sector, politics>government>defence, politics>government, politics>government policy, politics, economy, business and finance, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident, disaster, accident and emergency incident>accident and emergency incident, disaster, accident and emergency incident, conflicts, war and peace>post-war reconstruction, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident>nuclear accident and incident, conflicts, war and peace, conflicts, war and peace>post-war reconstruction>disarmament, economy, business and finance>economic sector>energy and resource, conflicts, war and peace>armed conflict, politics>government policy>nuclear policy, politics>government>defence>military equipment>military weaponry, education",10.2861/620590
tnonl-214d3bf52f518b9acc93d99cd4f922ca,Science and technology for monitoring and investigation of WMD compliance,Publication,2020-01-01,https://repository.tno.nl/SingleDoc?docId=52401,,"Chemical Weapons Convention, Artificial intelligence, Organisation for the Prohibition of Chemical Weapons",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology, economy, business and finance>economic sector>computing and information technology, science and technology>natural science>chemistry, economy, business and finance>economic sector>computing and information technology>software",10.2861/620590
unidir-7d9f6c1424431f5a126c7f4e214ffb2e,Compliance and Enforcement: Lessons from across WMD-Related Regimes,Publication,2019-12-19,https://unidir.org/publication/compliance-and-enforcement-lessons-from-across-wmd-related-regimes/,,"Arms control, Nuclear proliferation, Chemical Weapons Convention",eng,"conflicts, war and peace>post-war reconstruction, politics>government, politics>government>defence, politics>government>defence>military equipment, conflicts, war and peace, politics>government>defence>military equipment>military weaponry, conflicts, war and peace>armed conflict, science and technology, conflicts, war and peace>armed conflict>war, conflicts, war and peace>post-war reconstruction>disarmament, politics",10.2861/620590
unidir-9f31969c18c7c282494bbb533c5d8cba,Compliance and Enforcement in the Biological Weapons Regime,Publication,2019-12-04,https://unidir.org/publication/compliance-and-enforcement-in-the-biological-weapons-regime/,,"Biological Weapons Convention, Verex, Biological agent",eng,"politics>government, conflicts, war and peace>post-war reconstruction, politics>government>defence, politics>government>defence>military equipment, politics>international relations, conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government>defence>military equipment>military weaponry, conflicts, war and peace>post-war reconstruction>disarmament, science and technology, politics, politics>international relations>diplomacy",10.2861/620590
clingendael-27236be94f50dff80863fc78249e2d72,Global Security Pulse: Weapons of Mass Destruction,Publication,2019-08-26,https://www.clingendael.org/publication/global-security-pulse-weapons-mass-destruction,,"Dual-use technology, Nuclear weapon, Arms control",eng,"politics>government>defence>military equipment, politics>government>defence, politics, politics>government, conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government>defence>military equipment>military weaponry, politics>international relations",10.2861/620590
sipri-e8d3b55e2081482e93e779e6a6d8acc7,The Impact of Artificial Intelligence on Strategic Stability and Nuclear Risk,Publication,2019-05-01,https://www.sipri.org/publications/2019/other-publications/impact-artificial-intelligence-strategic-stability-and-nuclear-risk,,"Artificial intelligence, Dead Hand, Deep learning",eng,"economy, business and finance, economy, business and finance>economic sector, politics, economy, business and finance>economic sector>computing and information technology, conflicts, war and peace, science and technology, conflicts, war and peace>armed conflict, education, politics>government>defence, politics>government, science and technology>social sciences",10.2861/620590
eurlex-b3f5d7a312ca8a675475db44747a952e,"Commission Recommendation (EU) 2021/1700 of 15 September 2021 on internal compliance programmes for controls of research involving dual-use items under Regulation (EU) 2021/821 of the European Parliament and of the Council setting up a Union regime for the control of exports, brokering, technical assistance, transit and transfer of dual-use items",Publication,2021-09-22,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32021H1700,,"Nuclear proliferation, Research, Export control",eng,"economy, business and finance>economic sector, economy, business and finance, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economic sector>computing and information technology>software",10.2760/26856
sipri-c6a164c2ca8be731d72b73ad4b2f9fd4,The challenge of software and technology transfers to non-proliferation efforts: Implementing and complying with export controls,Publication,2018-04-01,https://www.sipri.org/publications/2018/other-publications/challenge-software-and-technology-transfers-non-proliferation-efforts-implementing-and-complying,,"Human activities, Technology, Wassenaar Arrangement",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, education, politics, economy, business and finance>economy, economy, business and finance>economic sector>computing and information technology>software",10.2760/26856
unidir-e954c663d4119886a3e4edc7f54ce48e,Exploring Science and Technology Review Mechanisms Under the Biological Weapons Convention,Publication,2021-06-15,https://unidir.org/publication/exploring-science-and-technology-review-mechanisms-under-the-biological-weapons-convention/,,"Consensus decision-making, World Health Organization, Delphi method",eng,"economy, business and finance, economy, business and finance>economic sector, politics>government, science and technology, politics>government>defence, politics, economy, business and finance>economic sector>computing and information technology",royalsociety-b7d7df6e8f7c5819c438db0dfc31b0de
royalsociety-8bbb573d816b90bd86aad82545e4bb9c,EU Regulation & Policy in Governing UK Research,Publication,2017-08-11,https://royalsociety.org/topics-policy/projects/uk-research-and-european-union/role-of-EU-regulation-and-policy-in-governing-UK-research,,"European Union, European Parliament, Council of the European Union",eng,"science and technology>natural science, crime, law and justice, science and technology, health, politics>government, politics, society, science and technology>natural science>biology, crime, law and justice>judiciary, politics>international relations",royalsociety-b7d7df6e8f7c5819c438db0dfc31b0de
easacbe-09e287fe04c193c161dfb1d0647fd110,"Genome Editing: Scientific opportunities, public interests, and policy options in the EU",Publication,2017-03-16,https://easac.eu/publications/details/genome-editing-scientific-opportunities-public-interests-and-policy-options-in-the-eu/,,"Guide RNA, Genome editing, CRISPR gene editing",eng,"health, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions",royalsociety-b7d7df6e8f7c5819c438db0dfc31b0de
easacbe-32e7c38d9e3e5488d36ca577108f2e54,"Genome Editing: Scientific opportunities, public interests, and policy options in the EU",Publication,2017-03-16,https://easac.eu/publications/details/genome-editing-scientific-opportunities-public-interests-and-policy-options-in-the-eu,,"Cas9, Guide RNA, Genome editing",eng,"health, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions",royalsociety-b7d7df6e8f7c5819c438db0dfc31b0de
nuffbioethics-b93efe1560fcf34c0951ab8f2a66545e,Genome editing: an ethical review,Publication,2017-02-09,https://www.nuffieldbioethics.org/publications/genome-editing-an-ethical-review,,"Genome editing, Transcription activator-like effector nuclease, Zinc finger nuclease",eng,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions>communicable disease>virus disease",royalsociety-b7d7df6e8f7c5819c438db0dfc31b0de
oieint-92cf3202a22a1b4af4a58953b0195907,"Proceedings of the first OIE Global Conference on Biological Threat Reduction, Paris, France, 30 June–2 July 2015",Publication,2017-01-01,https://doc.oie.int/dyn/portal/index.xhtml?page=alo&aloId=34803,,"One Health, Antimicrobial resistance, Biological warfare",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions, science and technology>natural science>biology>genetics",royalsociety-b7d7df6e8f7c5819c438db0dfc31b0de
royalsociety-c5eca1d244b9ea9a62b233ae3cf2edb9,Sackler Forum: Trends in synthetic biology and gain of function and regulatory implications,Publication,2016-11-28,https://royalsociety.org/topics-policy/publications/2016/sackler-forum-report,,"Life sciences, Organisms, Risk",eng,"health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology, science and technology>natural science>biology>genetics, health>diseases and conditions, health",royalsociety-b7d7df6e8f7c5819c438db0dfc31b0de
royalsociety-5cdb1a045446be20a0c447dab6c574b6,Consultation response: Commons Science and Technology Committee inquiry into science in emergencies,Publication,2016-05-26,https://royalsociety.org/topics-policy/publications/2016/consultation-response-commons-inquiry-into-science-in-emergencies,,"Science, CBRN defense, Expert",eng,"society>values, science and technology, society, society>values>ethics",royalsociety-b7d7df6e8f7c5819c438db0dfc31b0de
royalsociety-716a1cb79af10d5f7f6822250faba04d,Submission to the Nuffield Council on Bioethics on Genome Editing,Publication,2016-02-18,https://royalsociety.org/topics-policy/publications/2016/submission-genome-editing,,"Genome editing, Genetic engineering, Cas9",eng,"health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, health, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease",royalsociety-b7d7df6e8f7c5819c438db0dfc31b0de
ecdc-dd79c4ec49c3747ad5858cbe28d51eea,"Influenza A(H7N9) virus in China - implications for public health - 7th update, 3 July 2017",Publication,2017-07-03,https://www.ecdc.europa.eu/en/publications-data/influenza-ah7n9-virus-china-implications-public-health-7th-update-3-july-2017,,"Influenza A virus subtype H7N9, Avian influenza, Influenza",eng,"science and technology>natural science, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease, health>diseases and conditions>illness",ecdc-25655cb1b7a7b99e924744943421385f
ecdc-86ea2521533c5f213aa49c252c0b33d7,Surveillance report: Avian influenza overview November 2018 - February 2019,Publication,2019-03-26,https://www.ecdc.europa.eu/en/publications-data/surveillance-report-avian-influenza-overview-november-2018-february-2019,,"Avian influenza, Influenza A virus subtype H7N9, Influenza A virus subtype H5N1",eng,"science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",10.2903/j.efsa.2016.4687
ecdc-6abb21239baa93fbdfbb281e717896ef,Surveillance report: Avian influenza overview August – November 2018,Publication,2019-01-24,https://www.ecdc.europa.eu/en/publications-data/surveillance-report-avian-influenza-overview-august-november-2018,,"Avian influenza, Influenza A virus subtype H5N1, Influenza A virus subtype H7N9",eng,"science and technology>natural science, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",10.2903/j.efsa.2016.4687
