unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_doi
sipri-b9d74b9467435fef7ae835f6ee3ae0c7,Strengthening the BTWC through laboratory best practices and biosecurity,Publication,2011-12-01,https://www.sipri.org/publications/2011/eu-non-proliferation-papers/strengthening-btwc-through-laboratory-best-practices-and-biosecurity,,"Biosecurity, Biosafety, Biological Weapons Convention",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, health, society, education, science and technology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus",10.1128/cmr.00014-08
iaiit-dbf9231ed7f9d6c460d66adeec4a357b,EU-U.S. Security Strategies,Publication,2011-04-27,https://www.iai.it/en/pubblicazioni/eu-us-security-strategies,,"Biosecurity, Influenza pandemic, Biosafety",eng,"crime, law and justice, disaster, accident and emergency incident, health>diseases and conditions, health, disaster, accident and emergency incident>disaster, crime, law and justice>crime, science and technology, conflicts, war and peace, conflicts, war and peace>armed conflict",10.1128/cmr.00014-08
dhsgov-7ef12121c9f3f2cad0acfdac6c278989,NBAF SSRA Final Report,Publication,2010-11-12,https://www.dhs.gov/xlibrary/assets/nbaf_ssra_final_report.pdf,,"Plum Island Animal Disease Center, Foreign animal disease, Biosafety",eng,"health>diseases and conditions, health, science and technology, environment, health>diseases and conditions>communicable disease, science and technology>social sciences, health>diseases and conditions>communicable disease>virus disease",10.1128/cmr.00014-08
robertkochde-a2acaa3d4a5be4e3a060196f2b7a197d,Notes on the Treatment of Monkeypox,Clinical guidance,2022-05-27,http://edoc.rki.de/176904/9881.11,"Amtliche Bekanntmachungen/Kommissionsveröffentlichungen, Article, Bekanntmachungen des Robert Koch-Instituts, DDC 610, Open Access Set, Primus Set, published version, textPublication","Clinical medicine, Microbiology, Public health",ger,"health>diseases and conditions>illness, health>diseases and conditions, health",10.1128/aac.00762-07
tabde-d5c66a1587b61e8b39c2be111b3a2c40,Synthetic Biology - the next level of biotechnology and genetic engineering,Publication,2015-12-01,http://www.tab-beim-bundestag.de/de/pdf/publikationen/berichte/TAB-Arbeitsbericht-ab164.pdf,,"Nature, Artificial objects, Synthetic biology",ger,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology, economy, business and finance>economic sector>chemicals, science and technology>natural science>biology>genetics, science and technology>natural science, environment, environment>natural resources",10.1016/j.febslet.2012.02.022
santafeinstitute-a28b9ac5d0078ca765d18d47faba5e3a,Bioengineering the Biosphere?,Working paper,2014-11-03,https://sfi-edu.s3.amazonaws.com/sfi-edu/production/uploads/sfi-com/dev/uploads/filer/bc/f0/bcf0cec9-3567-4d95-a3e7-870d6de0ba9b/14-10-039.pdf,,"Nature, Earth sciences, Natural environment",eng,"environment>natural resources, environment>nature, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, environment, science and technology, environment>nature>ecosystem, science and technology>natural science>biology>physiology, environment>natural resources>water",10.1016/j.febslet.2012.02.022
cadth-f79856adec32b2016108d945430eac98,Tecovirimat for the Treatment of Human Monkeypox,Clinical guidance,2022-09-28,https://www.cda-amc.ca/tecovirimat-treatment-human-monkeypox,,"Post-exposure prophylaxis, Immunodeficiency, Orthopoxvirus",eng,"health, science and technology, science and technology>biomedical science, health>diseases and conditions, health>diseases and conditions>illness, science and technology>biomedical science>pharmacology",10.1128/jvi.02012-09
who-25056a260c8623d87f02039de1a8d8aa,"WHO Independent Experts Advisory Panel on the Research on the Smallpox Research Program (AGIES): Comments on the Scientific Review of the Smallpox Virus Research, 1999–2010.",Publication,2013-09-02,https://apps.who.int/iris/handle/10665/87130,,"Virus, Smallpox, Vaccine",rus,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, health, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science",10.1128/jvi.02012-09
who-1396342e1ed866b28eba7c590455da46,Scientific review of research on smallpox virus,Publication,2013-08-02,https://apps.who.int/iris/handle/10665/85634,,,eng,,10.1128/jvi.02012-09
who-5d848d8b5939c3ae2ef27e7354be4664,"Advisory Group of Independent Experts to review the smallpox research programme (‎AGIES)‎: comments on the scientific review of variola virus research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70509,,"Genomics, Virus, Smallpox",rus,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, health, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science",10.1128/jvi.02012-09
who-cab07fdd4652f4f41886accfd0785672,"Scientific review of variola virus research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70610,,"Medical specialties, Biology, Biotechnology",spa,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease>epidemic",10.1128/jvi.02012-09
who-630c28ebbbc346baaef1618a7d4e6e03,"WHO Independent Expert Advisory Group to Review the Smallpox Program (AGIES): Comments on the Scientific Review of Variola Virus Research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70608,,"Virus, Vaccine, Smallpox",spa,"health, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease, science and technology",10.1128/jvi.02012-09
who-b3e4649291eba339532dcb31aa2fe308,"Consultative Group of Independent Experts to Review the Smallpox Research Program (AGIES): Observations on the Scientific Analysis of Research on Smallpox Virus, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70607,,"Genetically modified organism, Dengue fever, Antibody",fre,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science>biology, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>epidemic, science and technology>natural science>biology>genetics",10.1128/jvi.02012-09
who-39d1147c550a77622ac2df1ebe9d2451,"Scientific analysis of variola virus research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70609,,"Smallpox, Vaccination, Virus",fre,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>epidemic",10.1128/jvi.02012-09
who-b4072420d0e86f154392a97784590f51,"Scientific review of variola virus research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70508,,,eng,,10.1128/jvi.02012-09
cigi-543dacb4be7ca7631e519327ec2e54d7,Emerging Security Challenges for Canada in the Coming Decade,Publication,2021-10-19,https://www.cigionline.org/publications/emerging-security-challenges-for-canada-in-the-coming-decade/,,"National security, Cyberwarfare, Computer security",eng,"politics, conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government, politics>government>defence",10.1162/isec.2010.34.4.96
sipri-f178fe7df51d22be7ac577b09a12521e,Effective and Comprehensive CBRN Security Risk Management in the 21st Century,Publication,2021-06-01,https://www.sipri.org/publications/2021/eu-non-proliferation-and-disarmament-papers/effective-and-comprehensive-cbrn-security-risk-management-21st-century,,"International relations, International security, Politics",eng,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, politics, politics>government, politics>government>defence, politics>government>defence>military equipment, conflicts, war and peace, science and technology, politics>government>defence>military equipment>military weaponry, economy, business and finance>economic sector>energy and resource, conflicts, war and peace>armed conflict, lifestyle and leisure>lifestyle>food and drink, health",10.1162/isec.2010.34.4.96
carnegieendowment-0337376623f85070e068b7ef2f5e9d05,Biological Risks in India: Perspectives and Analysis,Publication,2020-12-09,https://carnegieendowment.org/2020/12/09/biological-risks-in-india-perspectives-and-analysis-pub-83399,,"Biosafety, Avian influenza, Biosafety level",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>illness, science and technology>natural science>biology>genetics, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions",10.1162/isec.2010.34.4.96
govdeptsaustria-59443ee6b0e02b83a252c609b8e88c1f,Tomorrow ’ s Technology,Publication,2018-03-22,https://www.bmlv.gv.at/pdf_pool/publikationen/buch_dengg_tomorrows_technology_web.pdf,,"Technology, Brain, Robot",eng,"economy, business and finance, economy, business and finance>economic sector, health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, health>diseases and conditions>communicable disease>virus disease, conflicts, war and peace",10.1162/isec.2010.34.4.96
ecologic-ef609970b2d0ab5fcbf95a2c78e13640,The AQUACROSS Innovative Concept: Science and Policy for a Sustainable World,Publication,2016-02-01,https://www.ecologic.eu/12426,,"Ecosystem services, Ecological resilience, Ecology",eng,"economy, business and finance, economy, business and finance>business information, environment, science and technology, science and technology>social sciences, environment>natural resources, environment>conservation, environment>nature, economy, business and finance>business information>human resources",10.1162/isec.2010.34.4.96
pacforum-661a2366e4775c91b5874f8b65d4b294,Issues & Insights Vol. 13 - No. 8 - Innovate or Enervate: The future of US-Japan alliance collaboration,Publication,2013-07-17,https://www.pacforum.org/analysis/issues-insights-vol-13-no-8-innovate-or-enervate-future-us-japan-alliance-collaboration,,"Human activities, Government, Politics",eng,"conflicts, war and peace, conflicts, war and peace>armed conflict, politics, politics>government, health, politics>government>defence",10.1162/isec.2010.34.4.96
govdeptsspain-a46876418f3e5e1819a0427c6abd06bc,The biological threat. Strategy Notebook 217,Publication,2023-02-14,https://publicaciones.defensa.gob.es/media/downloadable/files/links/l/a/la_amenaza_biologica.pdf,,"Biopreparat, Rickettsia, Bacteria",spa,"science and technology>natural science>biology, science and technology>natural science, health>diseases and conditions, science and technology>natural science>biology>genetics, health>diseases and conditions>illness, science and technology, health",10.1136/jme.2010.038232
nuffbioethics-12fcab33e05b47909dd863d7bf2bec18,Emerging biotechnologies,Publication,2012-12-11,https://www.nuffieldbioethics.org/publications/emerging-biotechnologies,,"Research, Biotechnology, Stem cell",eng,"health, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions",10.1136/jme.2010.038232
unesco-1313f01632b9888c63edcbb8800f63f1,Draft report of the World Commission on the Ethics of Scientific Knowledge and Technology (COMEST) on revisiting the relationship between science and society in light of the COVID-19 pandemic,Publication,2023-01-01,https://unesdoc.unesco.org/notice?id=p::usmarcdef_0000386678_fre,,"Research, COVID-19 pandemic, Science",fre,"society, society>values, health>diseases and conditions, science and technology, science and technology>social sciences, health, environment, society>values>ethics",10.1007/s11948-016-9810-1
unesco-2539a0380a08f31e6ddf41417c0b3d31,Draft report of the World Commission on the Ethics of Scientific Knowledge and Technology (COMEST) on revisiting the relations between science and society in the light of the COVID-19 pandemic,Publication,2023-01-01,https://unesdoc.unesco.org/notice?id=p::usmarcdef_0000386678,,"Fact, Vaccine, Decision-making",eng,"health, science and technology, science and technology>social sciences, society>values, society, environment, health>diseases and conditions, education",10.1007/s11948-016-9810-1
congressionalresearch-0e02ba39c988aa5fb26e69ead4dd2213,R47114| Oversight of Gain of Function Research with Pathogens: Issues for Congress,Publication,2022-05-26,https://crsreports.congress.gov/product/pdf/download/R/R47114/R47114.pdf/,,"Gain-of-function research, Biosafety level, Biosafety",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology>natural science>biology>genetics, science and technology",10.1007/s11948-016-9810-1
fcppca-4f0cc887a6635ccb01881809dffd673a,Introductory Comment,Publication,2022-05-11,https://fcpp.org/2022/05/11/report-of-the-covid-commission/,,"Wuhan Institute of Virology, SARS-CoV-2, Biosafety level",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, science and technology>natural science>biology>genetics, health>diseases and conditions",10.1007/s11948-016-9810-1
bundestag-8086466b2e56fafc82b6eff0fc215f42,WD 8 - 077/21 Gain-of-Function - Forschung und Dual-Use Research of Concern,Publication,2021-09-23,https://www.bundestag.de/resource/blob/867492/6b63ac17cdf8ff5fb8aa7d2d8c78fe7f/WD-8-077-21-pdf-data.pdf,,"Life sciences, Biology, Health",ger,"health>diseases and conditions>communicable disease, health>health treatment, health, health>diseases and conditions>communicable disease>virus disease, science and technology, health>diseases and conditions, health>health treatment>medicine",10.1007/s11948-016-9810-1
fcppca-c25b94b013cc3e3e33c3ee8bcd25b888,It All Began in China,Publication,2021-07-14,https://fcpp.org/2021/07/15/it-all-began-in-china/,,"Wuhan Institute of Virology, SARS-CoV-2, Biosafety level",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, science and technology>natural science>biology>genetics, health>diseases and conditions",10.1007/s11948-016-9810-1
who-409c940fa5ef4254632c486e7b6bc053,Ethics and vector-borne diseases: WHO guidance,Publication,2021-05-19,https://apps.who.int/iris/handle/10665/341377,,"Natural environment, Biological pest control, Biodiversity",fre,"health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease>virus disease",10.1007/s11948-016-9810-1
who-94c1ce6a722fe1e56a3c83518b4494b0,Ethics and vector-borne diseases: WHO guidance,Publication,2021-05-19,https://apps.who.int/iris/handle/10665/341378,,"Human migration, Vaccine, Health",spa,"science and technology>natural science, health>diseases and conditions>communicable disease, health>diseases and conditions, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, science and technology, science and technology>natural science>biology>genetics",10.1007/s11948-016-9810-1
who-59b984f979adabc9d4e87bfbe71f85cf,Ethics and vector-borne diseases: WHO guidance,Publication,2020-10-14,https://apps.who.int/iris/handle/10665/336075,,"Medical specialties, Health sciences, Medicine",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics",10.1007/s11948-016-9810-1
unitednations-322464fe5320475f4d41dd50f867d7bd,The new geopolitics of converging risks :the UN and prevention in the era of AI /,Publication,2019-04-29,https://digitallibrary.un.org/record/4076270?ln=en,"ARTIFICIAL INTELLIGENCE, DATA PROTECTION, DUAL-USE TECHNOLOGY, MILITARY TECHNOLOGY, PROPAGANDA","Artificial intelligence, Social media, Deepfake",eng,"crime, law and justice, crime, law and justice>crime, economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, economy, business and finance>economic sector>computing and information technology, science and technology, science and technology>natural science>biology, crime, law and justice>crime>computer crime",10.1007/s11948-016-9810-1
randcorporation-8435dd8a8dd0461232cb9f74ee9debf1,Securing Commercial Nucleic Acid Synthesis,Publication,2024-07-01,https://www.rand.org/pubs/research_reports/RRA3329-1.html,"Meselson Center, RAND Global and Emerging Risks","Information, Synthetic biology, Virus",eng,"economy, business and finance, economy, business and finance>economic sector, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions>communicable disease>virus disease, health, economy, business and finance>economic sector>computing and information technology",10.1089/hs.2017.0061
ukparliament_select-f9ec0fa9b1c1887437c47ed38b069432,NSM0003 - National security machinery,Publication,2021-02-23,https://committees.parliament.uk/writtenevidence/22590/pdf/,National Security Strategy (Joint Committee),"Biological warfare, Biosecurity, Biosafety",eng,"conflicts, war and peace, conflicts, war and peace>act of terror, education, science and technology, health>diseases and conditions, health, conflicts, war and peace>act of terror>act of bioterrorism",10.1089/hs.2017.0061
who-6d3b31d6633fe5eee079a3769d2884b8,WHO guidance on implementing regulatory requirements for biosafety and biosecurity in biomedical laboratories: a stepwise approach,Publication,2020-06-01,https://apps.who.int/iris/handle/10665/332244,,"Human activities, Health, Policy",eng,"science and technology>natural science, economy, business and finance, science and technology, health, science and technology>natural science>biology, politics, politics>government policy, politics>government policy>regulatory of industry, economy, business and finance>economic sector",10.1089/hs.2017.0061
marylandgov-9dcb5f50bb85c5f23d19141b74d90842,Genetically modified organism,Publication,2024-02-27,https://mgaleg.maryland.gov/cmte_testimony/2024/hgo/1vv9HYR9T3AlwxGT806LPji9R0wYHBAF-.pdf,,"Genetically modified organism, Genetic engineering, Genetically modified bacteria",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology, health>diseases and conditions",10.2174/15665232113136660005
federalpublicservicesbe-a729de6d3216fb3b1b7a728c96165770,Part 1 (council Decision 2002/813/ec),Publication,2023-03-10,https://www.health.belgium.be/sites/default/files/uploads/fields/fpshealth_theme_file/be-23-bvw2_snif_07mar23_clean.pdf,,"Plasmid, Adeno-associated virus, Virus",eng,"health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease>retrovirus",10.2174/15665232113136660005
epaireland-1413f7f458c4ca23a3f09849f01f4e03,Part 1 (council Decision 2002/813/ec),Publication,2022-01-10,https://www.epa.ie/publications/licensing--permitting/genetically-modified-organisms/B_IE_22_01-022.pdf,,"Adeno-associated virus, Viral vector, Virus",eng,"health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease>retrovirus",10.2174/15665232113136660005
govdeptsspain-3ad5e95255fe7ff1333c13c074584d9c,Template for a summary of the notification of the release of genetically modified organisms other than higher plants in accordance with Article 11 of Directive 2001/18/EC,Publication,2021-01-25,https://www.miteco.gob.es/content/dam/miteco/es/calidad-y-evaluacion-ambiental/temas/biotecnologia/snif_b_es_20_23_tcm30-522011.pdf,,"Plasmid, Virus, Adeno-associated virus",spa,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease>retrovirus",10.2174/15665232113136660005
who-1396342e1ed866b28eba7c590455da46,Scientific review of research on smallpox virus,Publication,2013-08-02,https://apps.who.int/iris/handle/10665/85634,,,eng,,10.1038/nri845
who-cab07fdd4652f4f41886accfd0785672,"Scientific review of variola virus research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70610,,"Virus, Edward Jenner, DNA",spa,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease>epidemic",10.1038/nri845
who-39d1147c550a77622ac2df1ebe9d2451,"Scientific analysis of variola virus research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70609,,"Smallpox, Vaccination, Virus",fre,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>epidemic",10.1038/nri845
who-b4072420d0e86f154392a97784590f51,"Scientific review of variola virus research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70508,,,eng,,10.1038/nri845
unenvironment-f078549375265299f8f5c8c84f247083,COVID-19: A Warning - Addressing Environmental Threats and the Risk of Future Pandemics in Asia and the Pacific,Publication,2022-10-01,https://wedocs.unep.org/handle/20.500.11822/40871,,"Pandemic, Nipah virus, Nipah virus infection",eng,"health, health>diseases and conditions>communicable disease, lifestyle and leisure, lifestyle and leisure>lifestyle, health>diseases and conditions, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, lifestyle and leisure>lifestyle>food and drink",10.1098/rstb.2001.0838
unitednations-44e2f9b0258fb6a48611d27824c5fef6,The future of food and agriculture : Drivers andtriggers fortransformation,Publication,2022-01-01,https://digitallibrary.un.org/record/4009639?ln=en,,"Natural environment, Economy, Hunger",eng,"economy, business and finance, environment>natural resources, lifestyle and leisure, lifestyle and leisure>lifestyle, economy, business and finance>economy, environment, lifestyle and leisure>lifestyle>food and drink, environment>natural resources>water, science and technology",10.1098/rstb.2001.0838
fao-d2f5db747ee11b3318110bd6e1fa5c5a,Report of the twenty-eighth session of the Animal Production and Health Commission for Asia and the Pacific (APHCA),Publication,2005-01-01,https://openknowledge.fao.org/handle/20.500.14283/AE930E,"2 - Совещания, value chains, Документы совещаний","Avian influenza, World Organisation for Animal Health, Vaccine",eng,"economy, business and finance, economy, business and finance>economic sector, health>diseases and conditions, health, economy, business and finance>economic sector>agriculture, science and technology",10.1098/rstb.2001.0838
fao-c960fe5b7f491df792b86cb5c56b1051,Report of the twenty-eighth session of the Animal Production and Health Commission for Asia and the Pacific (APHCA),Publication,2005-01-01,https://openknowledge.fao.org/handle/20.500.14283/ae930e,"2 - Совещания, CCK_ClimateScience, FAO COFO meeting parameter, FAO Conferences meeting parameter, FAO Council meeting parameter, Документы совещаний","Avian influenza, World Organisation for Animal Health, Vaccine",eng,"economy, business and finance, economy, business and finance>economic sector, health>diseases and conditions, health, economy, business and finance>economic sector>agriculture, science and technology",10.1098/rstb.2001.0838
fao-f1bdc0dbd3393f094c6a5feff4cdf9d1,Climate and HIV/AIDS. A Hotspots Analysis for Early Warning Rapid Response Systems,Publication,2004-01-01,https://openknowledge.fao.org/handle/20.500.14283/AU029E,"1 - Продукты знаний, Publicaciones, value chains","Agriculture, Richter magnitude scale, Food security",eng,"economy, business and finance, economy, business and finance>economic sector, health, health>diseases and conditions>communicable disease, environment, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, economy, business and finance>economic sector>agriculture",10.1098/rstb.2001.0838
robertkochde-d99d5b0b0694afa38a7ebd26514c5fc5,Orthopoxviruses: Human Infections,Clinical guidance,2010-06-07,http://edoc.rki.de/176904/131,"Amtliche Bekanntmachungen/Kommissionsveröffentlichungen, Arbeitskreis Blut, DDC 610, Open Access Set, Primus Set, Report, textPublication","Vaccinia, Mpox, Smallpox",ger,"health>diseases and conditions, health, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics",10.1016/s0166-3542(03)00008-1
hcspfr-a60da3b08c9a203a20633df75976fcd0,Review of the smallpox control plan (December 2022),Publication,2022-12-16,https://www.hcsp.fr/Explore.cgi/avisrapportsdomaine?clefr=1279,,"Health, Medical specialties, Health sciences",fre,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics",10.1016/j.antiviral.2007.08.003
hcspfr-f5c0833b69a397d7c5124e3b112599de,Review of the smallpox control plan (December 2022),Publication,2022-12-16,https://www.hcsp.fr/Explore.cgi/avisrapportsdomaine?clefr=1278,,"Smallpox, Mpox, Zoonosis",fre,"health>diseases and conditions, health, health>diseases and conditions>illness, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics",10.1016/j.antiviral.2007.08.003
hcspfr-3b2aedeb81c0e4f769fb4238c597497a,"What to do in the event of a suspected, probable or confirmed case of Monkeypox virus infection",Publication,2022-05-24,https://www.hcsp.fr/Explore.cgi/avisrapportsdomaine?clefr=1212,,"Mpox, Quarantine, Isolation (health care)",fre,"health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease>virus disease",10.1016/j.antiviral.2007.08.003
who-cc0eac1b72ccd12e7cfae4a5c13bb743,Governance of dual-use research: an ethical dilemma,Publication,2018-03-26,https://apps.who.int/iris/handle/10665/270508,,"Biology, Human activities, Influenza",eng,"science and technology>natural science, health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology, science and technology>natural science>biology, health, science and technology>natural science>biology>genetics",10.2471/blt.08.051383
gpogov-de800ada266fa564ae0b2d38abf3bd46,Confidence-building in cyberspace : a comparison of territorial and weapons-based regimes /,Publication,2015-04-01,http://purl.fdlp.gov/GPO/gpo63699,,"Politics, Computer security, Confidence-building measures",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, politics, society, conflicts, war and peace, politics>international relations",10.2471/blt.08.051383
unitednations-26f618b454a5e49fd0a4529031b271f7,New scientific and technological developments relevant to the Convention :background information document : addendum /,Publication,2011-11-23,https://digitallibrary.un.org/record/717792?ln=en,"BIOLOGICAL WEAPONS, SCIENCE AND TECHNOLOGY","Biology, Artificial gene synthesis, Infection",eng,"economy, business and finance, economy, business and finance>economic sector, health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology, economy, business and finance>economic sector>chemicals",10.2471/blt.08.051383
hcspfr-3b2aedeb81c0e4f769fb4238c597497a,"What to do in the event of a suspected, probable or confirmed case of Monkeypox virus infection",Publication,2022-05-24,https://www.hcsp.fr/Explore.cgi/avisrapportsdomaine?clefr=1212,,"Mpox, Quarantine, Isolation (health care)",fre,"health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease>virus disease",10.3390/v2102213
who-60a87a90cc18c7afad13d073db0f062e,Laboratory biosecurity guidance,Publication,2024-01-01,https://apps.who.int/iris/handle/10665/377754,1. Headquarters,"Gain-of-function research, Dangerous goods, Do-it-yourself biology",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease",10.1080/10643389.2019.1579628
parliamentofaustria-792a1b3a05cdad1a220eb42d14d5dcb5,R&amp;TA monitoring for the Austrian Parliament,Publication,2022-11-21,https://www.parlament.gv.at/dokument/fachinfos/zukunftsthemen/000_Bericht_gesamt_aktualisiert_November2022.pdf,,"Futures studies, Artificial intelligence, Privacy",ger,"economy, business and finance>economic sector, economy, business and finance, science and technology, economy, business and finance>economic sector>energy and resource",10.1080/10643389.2019.1579628
parliamentofaustria-eed8687cd0dc8654c5145a612d4fd03d,Artificial life,Publication,2022-11-20,https://www.parlament.gv.at/dokument/fachinfos/zukunftsthemen/023_kuenstliches_leben.pdf,,"Genetics, Science, Branches of science",ger,"science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health",10.1080/10643389.2019.1579628
